1,499,503,497,504,505,500,503,500,502,494,499,500,500,504,499,498,500,501,503,504,500,501,506,497,501,504,504,500,503,498,503,498,504,500,503,502,503,498,501,500,504,501,495,498,506,502,500,505,502,507,502,500,506,503,501,498,510,503,508,499,502,505,494,502,507,503,509,503,500,503,504,502,498,499,506,503,506,497,505,500,497,501,510,501,500,503,499,505,496,505,497,498,499,495,505,502,506,499,496,498,502,504,502,502,501,508,501,502,500,496,502,502,507,502,501,500,506,504,493,504,501,503,497,498,502,500,503,500,
9,502,499,506,498,502,504,492,507,497,499,502,504,499,504,498,504,497,505,497,504,502,498,498,507,496,499,499,504,495,503,499,500,503,499,500,501,500,501,504,504,505,501,501,504,505,501,499,500,495,503,502,503,497,504,501,497,503,506,499,500,503,496,498,497,503,495,501,498,501,499,499,496,506,501,504,502,499,504,500,495,498,501,500,497,500,503,502,499,500,500,503,503,500,498,504,506,495,499,504,506,498,493,504,503,501,494,501,498,503,500,500,500,504,498,501,504,502,501,503,502,504,498,501,502,506,502,504,503,
17,503,501,502,497,498,494,505,496,504,503,495,501,502,498,499,500,497,500,505,496,511,498,497,502,501,503,496,502,501,503,497,499,500,503,500,506,499,497,503,496,497,497,502,498,498,499,505,497,499,496,499,499,502,501,503,506,501,498,496,501,501,502,505,504,498,505,498,496,505,500,501,501,504,505,500,502,497,503,502,506,508,505,498,500,502,502,497,502,500,500,500,499,500,508,502,499,497,503,503,503,497,499,498,501,501,498,507,505,498,500,503,500,497,498,499,498,498,498,497,496,496,502,498,507,503,502,500,500,
25,503,497,501,500,503,500,504,499,496,502,501,493,501,501,495,501,508,499,500,499,501,503,504,495,504,501,504,501,506,501,505,501,504,500,502,498,509,502,497,503,501,503,502,501,500,500,503,498,505,499,495,499,504,499,506,498,493,502,504,502,500,506,505,503,499,503,499,505,500,504,498,509,498,504,499,499,501,499,502,506,501,492,492,506,500,500,502,504,499,500,497,502,501,501,493,497,497,500,501,493,503,504,500,502,500,504,497,502,498,498,501,505,509,501,505,505,501,499,499,504,494,502,497,502,498,501,504,504,
33,501,500,503,506,499,507,500,501,506,503,502,505,504,503,500,497,498,501,500,504,494,498,499,495,503,507,504,499,500,499,507,504,502,501,496,498,502,505,504,508,497,500,499,500,501,499,503,504,497,501,503,509,497,498,504,496,506,500,503,502,504,505,499,506,503,499,498,505,497,501,500,503,501,491,501,498,503,501,498,500,492,502,500,499,501,501,498,501,498,500,500,497,503,493,498,508,503,499,502,500,504,495,507,503,501,503,498,501,507,500,502,500,503,505,499,507,504,503,503,500,501,503,503,504,504,507,503,497,
41,502,499,501,501,495,499,499,504,507,501,498,502,497,498,505,501,498,496,503,499,501,502,501,503,495,498,500,497,496,499,499,497,495,499,498,500,497,502,504,501,500,504,504,499,495,499,500,507,499,498,500,501,499,508,500,501,507,503,501,499,504,497,504,511,499,503,506,495,501,503,499,498,498,498,501,503,499,499,498,498,498,502,501,501,506,495,500,498,500,506,503,503,501,504,501,499,502,500,500,503,502,502,499,496,499,502,499,501,502,496,498,502,498,502,498,501,506,501,500,500,504,498,500,504,497,497,494,506,
49,500,498,501,506,511,501,503,499,498,499,500,500,501,498,501,501,502,497,502,499,505,499,497,504,507,497,499,506,502,504,500,500,505,499,508,503,497,499,496,498,507,501,501,508,500,508,503,494,495,497,501,503,501,504,504,504,494,493,497,503,499,501,506,504,501,503,500,504,502,498,503,504,505,506,500,502,500,503,498,503,499,498,501,503,502,508,498,504,506,503,502,505,495,505,498,497,502,504,498,499,505,504,504,500,500,500,502,503,496,499,501,499,503,498,503,501,497,508,498,495,501,505,500,498,502,499,499,504,
57,503,500,498,499,501,504,504,497,500,505,499,504,505,502,501,499,501,500,489,504,500,498,501,495,501,501,501,503,502,498,505,502,495,502,503,509,503,501,499,498,496,498,501,504,502,497,506,501,500,502,498,501,505,495,498,501,505,501,498,500,500,499,500,501,495,505,503,504,504,505,504,501,505,502,501,499,493,503,499,502,502,503,498,497,497,503,495,502,505,502,498,501,502,500,505,505,499,501,500,506,501,499,500,503,504,498,502,498,507,498,501,502,500,507,497,502,500,499,497,503,497,497,500,497,503,497,501,496,
65,511,503,502,493,503,502,500,501,506,501,500,500,498,496,500,497,496,501,506,502,499,502,505,500,501,505,500,496,501,506,504,502,497,496,501,499,502,504,499,500,498,500,498,499,503,501,497,501,506,496,508,503,505,505,499,499,508,503,509,504,507,498,497,501,501,496,507,500,500,507,501,497,497,493,504,497,503,498,502,495,497,499,497,497,501,496,510,498,505,499,494,500,503,499,499,499,501,492,503,503,498,499,504,497,502,499,498,497,496,502,495,503,496,501,506,500,508,498,500,497,504,499,501,501,502,496,502,504,
73,498,504,499,505,497,504,499,504,499,499,499,496,501,497,503,503,501,505,500,501,499,506,502,503,506,508,504,501,498,496,499,503,506,501,502,493,499,502,498,507,506,504,496,500,501,502,498,502,499,500,503,497,503,503,499,505,505,500,506,500,500,494,496,503,502,499,497,500,502,502,498,497,501,504,503,503,505,504,501,501,500,497,503,502,504,499,503,500,498,495,500,497,501,505,504,498,499,500,501,499,503,502,502,496,501,499,507,503,501,500,498,497,498,500,502,505,499,502,507,502,497,499,503,511,503,501,495,498,
81,498,501,501,500,497,501,499,503,501,502,502,501,496,504,510,505,501,497,503,501,503,501,497,505,498,500,500,506,502,505,501,503,503,502,495,503,505,501,502,505,504,504,504,498,499,500,499,503,499,504,499,501,502,498,503,499,493,503,494,499,498,502,504,495,498,500,501,502,502,501,499,500,506,504,501,501,504,502,492,505,503,501,500,496,503,501,497,503,498,501,503,502,499,504,502,503,503,507,501,496,504,496,499,503,498,502,501,504,500,503,499,499,499,502,505,498,500,502,508,502,502,502,500,500,500,507,501,507,
89,506,500,504,494,514,499,493,497,503,502,501,506,506,504,498,502,500,502,499,508,503,497,498,490,502,499,499,501,501,505,502,500,496,503,505,507,502,500,505,494,492,495,499,500,498,501,495,499,500,504,494,502,498,506,497,500,499,503,499,505,500,503,501,498,507,505,499,498,499,503,506,502,502,503,498,501,495,501,504,497,501,504,501,499,507,503,497,500,498,505,502,499,502,501,503,502,502,507,499,504,502,504,503,500,505,502,495,497,497,499,499,499,504,500,501,498,504,500,504,502,506,503,504,502,496,495,504,498,
97,498,503,500,503,501,501,506,505,496,503,501,499,505,504,502,499,502,501,500,496,499,499,500,502,502,503,498,498,498,499,496,499,499,498,499,497,495,507,504,499,503,502,500,501,501,495,504,495,496,501,502,503,507,511,505,502,508,495,505,499,503,501,499,508,500,506,500,504,497,500,499,502,501,500,503,501,503,499,498,498,500,502,498,505,502,500,505,498,502,505,499,497,499,496,504,503,502,495,499,498,507,500,503,497,499,506,500,499,497,500,507,505,502,498,497,502,505,501,492,497,497,497,500,500,502,504,500,502,
105,501,507,499,505,494,499,501,503,501,497,499,499,497,498,504,499,499,497,498,500,506,499,500,503,501,504,503,501,501,504,493,502,502,500,498,500,501,503,501,505,502,499,505,509,504,501,504,501,502,499,499,500,506,501,502,499,495,503,497,502,503,501,500,503,497,497,500,498,495,495,504,503,505,500,501,499,501,501,504,504,501,498,502,500,494,504,503,502,503,498,500,501,501,495,503,499,501,494,494,500,502,501,498,498,501,497,507,499,503,502,502,504,498,500,506,503,500,505,503,502,498,501,502,506,500,508,501,501,
113,503,498,499,494,503,506,497,498,503,500,498,504,504,499,496,503,496,497,502,502,496,501,506,499,499,500,500,500,506,499,505,503,501,500,500,500,498,496,503,501,499,498,499,499,499,502,498,501,497,508,503,505,497,500,499,499,494,501,497,504,500,497,500,496,502,503,496,501,502,503,502,501,502,496,498,498,495,499,500,498,500,499,497,497,504,506,503,498,499,503,500,502,503,501,500,500,501,505,501,494,494,502,499,500,500,500,497,502,506,502,497,499,500,503,499,500,497,502,504,504,498,508,499,499,499,498,500,503,
121,501,496,500,498,503,501,499,503,500,504,499,501,501,502,506,500,503,503,500,502,501,500,497,506,498,499,505,503,504,498,502,496,500,502,500,504,502,504,505,496,498,505,505,495,513,504,491,503,506,491,502,497,503,495,496,505,505,497,500,499,501,500,506,497,502,497,505,501,504,505,492,504,505,501,500,503,502,498,499,494,497,498,502,504,505,498,500,502,501,504,505,502,502,502,499,503,500,506,495,504,498,501,497,499,500,502,496,501,501,498,497,496,501,498,493,498,505,497,500,504,504,498,504,506,500,508,501,498,
129,501,502,496,499,502,500,501,501,508,499,495,497,504,503,500,498,501,496,506,501,498,505,501,499,503,496,498,501,496,499,502,502,501,497,502,503,506,497,503,499,499,504,501,506,493,498,508,498,500,501,498,497,496,505,501,502,499,501,502,500,502,499,499,503,500,501,501,497,500,500,501,498,499,503,504,501,504,502,499,504,502,503,506,510,495,498,501,504,503,498,503,498,503,496,502,497,500,498,505,505,505,504,499,499,497,497,504,499,499,505,502,502,504,497,502,502,502,500,503,497,501,499,501,506,502,499,504,501,
137,505,505,505,500,501,499,507,501,501,505,502,502,497,500,502,501,500,496,501,497,504,502,506,499,508,501,500,499,504,503,494,501,504,500,506,501,490,500,499,500,498,497,497,495,497,498,500,500,505,509,495,500,495,506,500,498,501,504,498,501,500,499,498,502,502,504,501,499,495,497,505,498,499,502,495,505,505,498,497,500,503,498,501,500,499,499,501,503,501,503,499,501,500,495,506,501,501,498,498,498,502,498,498,502,502,500,502,503,499,501,504,504,502,500,501,500,499,497,497,503,503,503,494,499,505,496,503,500,
145,501,501,498,497,503,505,495,500,499,497,505,499,496,502,503,492,501,503,497,501,503,498,501,498,497,504,500,504,501,502,501,505,498,504,500,501,500,502,502,503,498,502,494,502,504,498,498,498,500,504,506,498,499,504,507,499,499,497,499,505,500,504,501,494,502,505,496,505,500,503,498,496,504,498,501,501,497,501,505,501,505,497,503,495,500,499,504,500,501,503,501,497,501,502,501,503,502,503,503,498,503,504,501,499,502,504,506,499,503,492,500,497,499,502,501,499,500,498,504,502,496,503,498,498,502,503,497,498,
153,498,493,496,497,498,498,502,503,499,497,503,502,503,499,496,500,495,506,498,505,495,495,502,504,496,498,497,502,500,497,504,497,503,496,500,499,501,496,505,497,505,502,501,496,501,502,502,503,501,494,498,505,501,494,505,503,505,498,498,493,500,505,507,495,501,497,502,507,504,500,495,498,499,502,507,494,499,504,498,497,502,505,500,501,501,501,501,497,505,494,503,504,502,501,500,505,504,504,507,503,495,498,502,498,502,502,496,501,500,500,510,503,502,497,501,496,506,503,501,497,501,502,503,497,500,498,503,500,
161,501,502,505,502,503,494,502,501,508,498,498,502,501,496,499,498,499,498,502,497,499,500,499,499,503,501,504,499,500,505,501,500,495,501,502,497,501,503,494,495,495,498,503,501,496,502,507,502,498,499,500,506,495,499,499,503,497,505,500,500,502,505,501,504,496,498,499,499,499,496,507,505,499,500,499,500,502,501,497,497,501,497,499,501,505,500,497,504,495,506,497,501,502,501,504,503,501,496,495,500,506,498,492,502,495,495,497,503,500,508,502,503,501,500,498,504,501,503,504,497,500,503,505,503,499,501,503,500,
169,494,504,506,504,499,504,498,498,496,500,499,499,504,501,502,501,504,497,499,499,498,497,500,499,502,500,498,500,496,498,499,502,500,509,501,505,500,500,497,502,494,501,505,496,499,506,493,497,503,502,496,504,507,504,506,503,504,503,502,505,499,496,495,507,502,502,501,498,498,499,500,496,501,502,499,505,504,502,505,510,498,494,504,501,504,496,499,501,497,500,496,504,500,500,497,494,499,499,497,502,502,505,498,503,497,499,508,500,494,496,500,503,498,500,504,505,503,501,498,494,499,498,499,498,502,504,499,503,
177,502,501,494,495,493,502,500,507,492,504,502,500,501,502,499,503,493,500,497,498,501,496,503,494,498,499,501,500,503,498,496,499,504,507,499,503,502,500,502,498,503,503,499,498,500,500,501,500,496,496,500,494,502,502,502,500,501,499,498,497,499,503,497,497,504,505,503,503,498,503,497,502,495,505,501,505,501,500,501,505,502,505,501,502,493,502,503,503,507,502,498,500,501,503,500,501,498,504,506,497,505,499,503,496,504,505,498,506,504,492,503,505,504,503,506,500,503,498,503,508,502,501,501,495,495,502,504,494,
185,503,499,498,499,497,502,497,501,501,498,498,498,500,498,504,500,500,507,502,500,497,502,497,499,505,504,500,501,501,504,503,500,502,492,501,496,503,506,495,500,501,511,497,496,504,497,500,502,502,496,498,502,496,502,499,497,501,497,502,508,502,498,502,502,500,502,501,505,497,502,501,503,500,498,504,492,501,497,507,498,499,500,505,501,505,502,505,495,497,508,498,497,502,502,502,501,502,496,498,507,498,495,497,500,497,499,501,501,504,504,502,501,500,502,499,500,498,502,501,507,499,502,500,501,496,507,497,500,
193,498,504,502,500,505,502,504,492,502,501,501,499,501,501,498,503,507,498,505,497,499,503,503,501,502,496,503,498,497,498,505,498,502,502,504,503,505,498,500,498,503,499,500,498,497,502,498,499,497,501,500,501,497,496,503,504,497,497,498,502,502,499,499,509,501,501,497,500,498,493,500,500,496,497,507,494,495,502,501,500,499,504,509,503,501,502,496,500,493,499,497,500,505,498,497,499,498,500,496,500,499,503,502,501,498,497,497,503,499,498,500,506,498,503,503,504,499,492,500,496,497,496,501,501,503,498,500,507,
201,508,497,499,503,504,497,500,503,501,502,503,504,498,501,498,506,503,496,503,501,500,498,503,504,499,500,502,500,499,498,506,504,497,507,499,496,500,504,500,500,500,501,504,502,500,503,500,500,501,505,496,506,501,504,496,502,501,500,497,501,503,498,499,498,503,500,504,497,503,500,499,501,499,503,499,504,500,502,504,497,500,498,497,499,498,495,502,506,503,498,502,503,501,503,497,500,500,498,502,495,504,503,502,503,505,502,502,495,500,492,505,501,503,501,503,498,503,509,500,500,504,502,498,498,496,501,504,497,
209,496,505,499,499,497,497,496,503,502,495,499,506,503,509,498,496,498,498,496,509,503,501,499,500,499,499,499,505,503,506,497,497,498,501,499,497,498,503,502,502,506,504,502,498,503,500,505,499,503,496,503,499,500,503,501,496,499,500,498,500,498,504,495,499,493,499,496,510,502,499,503,495,505,503,499,503,501,496,498,496,501,498,495,501,503,503,503,503,496,499,500,506,503,496,499,497,504,503,505,505,498,499,502,501,505,503,498,502,504,503,500,499,502,498,497,504,500,500,497,501,495,501,502,500,498,498,495,498,
217,501,504,502,504,498,503,501,494,506,502,499,498,504,501,501,503,504,496,492,504,498,501,501,503,499,503,510,502,499,501,500,502,505,502,501,499,500,497,500,496,497,495,502,500,500,503,502,503,501,499,495,498,496,497,497,497,503,500,506,499,503,492,502,502,503,503,500,503,500,502,497,500,498,503,502,496,499,498,499,505,499,503,500,501,502,505,500,497,503,509,498,498,497,505,498,506,499,496,499,509,503,492,502,501,498,498,501,501,502,501,500,500,499,500,504,503,505,494,496,500,498,500,499,502,503,501,501,505,
225,507,498,503,495,499,502,500,497,494,507,498,496,502,497,501,505,504,499,501,496,501,500,501,496,502,496,499,496,499,499,504,499,496,500,501,505,506,496,499,503,503,497,499,501,504,504,496,504,505,499,506,502,503,497,497,504,498,500,500,498,500,498,501,501,500,501,506,498,499,498,498,507,499,496,499,503,498,502,496,503,503,501,502,508,501,499,498,500,500,503,499,497,500,502,505,497,498,499,496,497,497,506,497,500,505,498,501,496,503,498,498,500,499,504,502,504,498,504,501,498,500,500,496,500,498,501,501,501,
233,499,504,499,499,503,495,506,505,498,499,500,504,503,501,498,493,497,505,510,500,500,498,499,500,499,500,502,497,501,500,504,501,501,504,493,494,500,503,504,500,498,499,502,501,498,503,500,497,497,500,505,502,504,510,507,502,500,504,498,500,502,503,499,498,500,498,497,497,498,495,498,500,504,498,501,498,503,499,501,503,499,507,494,496,499,498,498,503,497,490,503,500,505,500,497,500,498,497,506,497,503,500,499,506,504,502,502,499,508,498,496,496,497,502,495,495,503,500,504,502,500,502,499,500,499,499,492,490,
241,497,499,497,495,496,499,508,505,504,496,498,498,499,497,495,499,499,502,502,504,500,498,496,499,505,494,502,508,503,497,503,500,502,501,499,500,499,503,501,495,497,497,500,496,494,503,500,500,506,498,498,495,497,500,498,500,506,498,499,499,504,500,491,496,503,499,500,499,510,500,501,503,497,503,505,500,501,497,502,498,505,499,502,497,499,500,497,496,501,505,495,500,507,499,498,494,502,499,501,506,495,502,505,501,499,502,498,505,495,501,502,504,502,500,499,503,502,499,500,498,496,501,504,503,498,499,502,502,
249,495,496,497,502,506,508,500,502,497,504,498,503,508,506,502,505,497,502,494,500,502,506,500,504,503,500,499,501,503,504,494,501,503,505,505,494,504,499,497,498,504,498,500,501,503,495,499,505,493,502,502,499,491,494,502,499,500,494,501,499,499,496,504,501,504,504,504,500,503,506,501,499,497,506,502,500,497,501,501,502,499,501,503,504,497,502,508,503,499,500,502,502,494,498,498,502,502,507,498,500,499,501,501,497,500,490,503,500,505,505,500,498,500,496,505,498,504,500,495,502,503,498,498,498,502,498,507,504,
257,498,501,502,499,501,499,503,496,502,499,497,497,502,498,505,495,503,504,498,501,502,497,502,500,501,501,503,498,495,499,498,499,499,500,502,497,500,493,500,501,505,503,500,499,504,501,501,506,502,503,502,502,507,503,502,498,497,506,504,498,505,500,503,503,498,499,503,502,502,502,504,498,503,496,501,506,498,503,501,505,500,501,502,505,503,496,495,506,500,496,504,504,497,503,494,504,501,498,504,498,506,506,499,501,502,500,503,497,500,498,498,502,498,499,499,504,498,505,498,501,505,503,503,500,503,500,498,496,
265,503,502,500,498,499,494,504,502,498,497,497,496,500,501,503,497,497,506,503,501,501,495,499,502,500,499,500,503,502,493,503,502,498,499,499,500,499,498,501,498,498,501,500,499,500,502,501,499,505,494,501,503,495,499,500,500,502,500,496,498,497,503,501,501,500,493,499,494,497,496,496,504,501,498,501,495,504,502,492,501,506,500,497,501,500,501,500,499,497,502,497,497,504,494,504,499,496,507,503,500,505,500,504,500,504,503,497,503,499,497,498,497,499,504,501,501,498,502,504,501,499,506,499,499,497,506,502,495,
273,495,502,502,503,497,503,496,502,501,501,501,505,498,497,492,504,502,496,507,499,500,504,507,499,501,494,500,497,496,503,505,507,498,502,498,506,497,503,501,495,504,502,499,501,504,498,497,500,503,500,500,500,495,498,495,501,498,501,501,504,504,498,497,499,497,499,499,500,504,500,503,498,499,501,498,499,505,502,497,497,498,499,498,501,502,504,499,500,500,504,499,497,499,503,499,505,497,503,501,503,500,501,503,500,493,505,505,494,501,501,502,498,501,501,499,501,498,497,498,501,503,496,499,491,496,501,496,508,
