I_tubo[mA]=100
t_esposizione[ms]=100

Spessore_1[mm]=1.00
Spessore_2[mm]=1.05
Spessore_3[mm]=1.10
Spessore_4[mm]=1.05

kVp-Spessore-Dose
40	0	9.38
52	0	21.86
64	0	33.9
76	0	47.3
88	0	63.6
100	0	81.5
40	1	5.63
52	1	14.77
64	1	24.17
76	1	35.3
88	1	48.9
100	1	64.5
40	2	3.65
52	2	10.52
64	2	18.22
76	2	27.59
88	2	39.4
100	2	52.9
40	3	2.36
52	3	7.84
64	3	14.12
76	3	22.17
88	3	32.6
100	3	44.4
40	4	1.62
52	4	6.04
64	4	11.38
76	4	18.33
88	4	27.29
100	4	38.2
