#LECROYHDO9204-MS�v,30454,Histogram
#Segments,1,SegmentSize,200
#Segment,TrigTime,TimeSinceSegment1
##1,01-Jan-2009 01:10:14,0                 
#Time,Ampl
-1.048e-09,0
-1.038e-09,0
-1.028e-09,0
-1.018e-09,0
-1.008e-09,0
-9.98e-10,0
-9.88e-10,0
-9.78e-10,0
-9.68e-10,0
-9.58e-10,0
-9.48e-10,0
-9.38e-10,0
-9.28e-10,0
-9.18e-10,0
-9.08e-10,0
-8.98e-10,0
-8.88e-10,0
-8.78e-10,0
-8.68e-10,1
-8.58e-10,0
-8.48e-10,0
-8.38e-10,0
-8.28e-10,0
-8.18e-10,0
-8.08e-10,0
-7.98e-10,0
-7.88e-10,1
-7.78e-10,0
-7.68e-10,0
-7.58e-10,0
-7.48e-10,0
-7.38e-10,0
-7.28e-10,0
-7.18e-10,0
-7.08e-10,0
-6.98e-10,0
-6.88e-10,2
-6.78e-10,0
-6.68e-10,2
-6.58e-10,0
-6.48e-10,0
-6.38e-10,2
-6.28e-10,0
-6.18e-10,1
-6.08e-10,0
-5.98e-10,3
-5.88e-10,1
-5.78e-10,4
-5.68e-10,4
-5.58e-10,2
-5.48e-10,2
-5.38e-10,1
-5.28e-10,2
-5.18e-10,4
-5.08e-10,2
-4.98e-10,6
-4.88e-10,6
-4.78e-10,8
-4.68e-10,6
-4.58e-10,13
-4.48e-10,13
-4.38e-10,13
-4.28e-10,7
-4.18e-10,14
-4.08e-10,14
-3.98e-10,9
-3.88e-10,18
-3.78e-10,22
-3.68e-10,21
-3.58e-10,37
-3.48e-10,21
-3.38e-10,22
-3.28e-10,28
-3.18e-10,37
-3.08e-10,28
-2.98e-10,35
-2.88e-10,31
-2.78e-10,34
-2.68e-10,39
-2.58e-10,37
-2.48e-10,64
-2.38e-10,49
-2.28e-10,58
-2.18e-10,54
-2.08e-10,65
-1.98e-10,57
-1.88e-10,57
-1.78e-10,63
-1.68e-10,83
-1.58e-10,71
-1.48e-10,76
-1.38e-10,68
-1.28e-10,84
-1.18e-10,77
-1.08e-10,94
-9.8e-11,111
-8.8e-11,101
-7.8e-11,76
-6.8e-11,99
-5.8e-11,93
-4.8e-11,94
-3.8e-11,96
-2.8e-11,109
-1.8e-11,91
-8e-12,124
2e-12,93
1.2e-11,89
2.2e-11,98
3.2e-11,94
4.2e-11,104
5.2e-11,89
6.2e-11,97
7.2e-11,81
8.2e-11,98
9.2e-11,76
1.02e-10,73
1.12e-10,85
1.22e-10,62
1.32e-10,77
1.42e-10,77
1.52e-10,75
1.62e-10,63
1.72e-10,70
1.82e-10,56
1.92e-10,53
2.02e-10,61
2.12e-10,56
2.22e-10,66
2.32e-10,45
2.42e-10,45
2.52e-10,47
2.62e-10,38
2.72e-10,37
2.82e-10,38
2.92e-10,25
3.02e-10,41
3.12e-10,44
3.22e-10,20
3.32e-10,20
3.42e-10,27
3.52e-10,20
3.62e-10,20
3.72e-10,14
3.82e-10,13
3.92e-10,13
4.02e-10,14
4.12e-10,15
4.22e-10,15
4.32e-10,12
4.42e-10,14
4.52e-10,5
4.62e-10,7
4.72e-10,7
4.82e-10,11
4.92e-10,9
5.02e-10,1
5.12e-10,1
5.22e-10,5
5.32e-10,4
5.42e-10,6
5.52e-10,2
5.62e-10,1
5.72e-10,5
5.82e-10,2
5.92e-10,3
6.02e-10,1
6.12e-10,3
6.22e-10,3
6.32e-10,1
6.42e-10,3
6.52e-10,0
6.62e-10,2
6.72e-10,1
6.82e-10,1
6.92e-10,1
7.02e-10,1
7.12e-10,0
7.22e-10,1
7.32e-10,1
7.42e-10,0
7.52e-10,0
7.62e-10,0
7.72e-10,0
7.82e-10,0
7.92e-10,1
8.02e-10,0
8.12e-10,0
8.22e-10,0
8.32e-10,0
8.42e-10,0
8.52e-10,0
8.62e-10,0
8.72e-10,1
8.82e-10,0
8.92e-10,0
9.02e-10,0
9.12e-10,0
9.22e-10,0
9.32e-10,0
9.42e-10,0
