LECROYHDO9204-MSöv,30454,Histogram
Segments,1,SegmentSize,200
Segment,TrigTime,TimeSinceSegment1
#1,01-Jan-2009 00:48:20,0                 
Time,Ampl
-2.24e-09,0
-2.215e-09,0
-2.19e-09,0
-2.165e-09,0
-2.14e-09,0
-2.115e-09,1
-2.09e-09,0
-2.065e-09,0
-2.04e-09,0
-2.015e-09,0
-1.99e-09,0
-1.965e-09,0
-1.94e-09,0
-1.915e-09,0
-1.89e-09,0
-1.865e-09,0
-1.84e-09,1
-1.815e-09,0
-1.79e-09,0
-1.765e-09,0
-1.74e-09,0
-1.715e-09,0
-1.69e-09,0
-1.665e-09,0
-1.64e-09,0
-1.615e-09,0
-1.59e-09,1
-1.565e-09,0
-1.54e-09,0
-1.515e-09,0
-1.49e-09,0
-1.465e-09,1
-1.44e-09,1
-1.415e-09,0
-1.39e-09,1
-1.365e-09,0
-1.34e-09,1
-1.315e-09,0
-1.29e-09,0
-1.265e-09,2
-1.24e-09,1
-1.215e-09,0
-1.19e-09,0
-1.165e-09,1
-1.14e-09,2
-1.115e-09,2
-1.09e-09,2
-1.065e-09,1
-1.04e-09,1
-1.015e-09,3
-9.9e-10,2
-9.65e-10,2
-9.4e-10,5
-9.15e-10,3
-8.9e-10,7
-8.65e-10,1
-8.4e-10,7
-8.15e-10,4
-7.9e-10,7
-7.65e-10,10
-7.4e-10,5
-7.15e-10,6
-6.9e-10,12
-6.65e-10,15
-6.4e-10,13
-6.15e-10,20
-5.9e-10,19
-5.65e-10,32
-5.4e-10,29
-5.15e-10,28
-4.9e-10,25
-4.65e-10,34
-4.4e-10,47
-4.15e-10,50
-3.9e-10,48
-3.65e-10,65
-3.4e-10,81
-3.15e-10,45
-2.9e-10,87
-2.65e-10,90
-2.4e-10,113
-2.15e-10,117
-1.9e-10,129
-1.65e-10,164
-1.4e-10,161
-1.15e-10,152
-9e-11,150
-6.5e-11,161
-4e-11,186
-1.5e-11,165
1e-11,183
3.5e-11,205
6e-11,174
8.5e-11,148
1.1e-10,169
1.35e-10,165
1.6e-10,157
1.85e-10,125
2.1e-10,145
2.35e-10,101
2.6e-10,112
2.85e-10,121
3.1e-10,116
3.35e-10,102
3.6e-10,77
3.85e-10,81
4.1e-10,63
4.35e-10,44
4.6e-10,55
4.85e-10,38
5.1e-10,40
5.35e-10,29
5.6e-10,29
5.85e-10,22
6.1e-10,20
6.35e-10,21
6.6e-10,17
6.85e-10,19
7.1e-10,14
7.35e-10,11
7.6e-10,13
7.85e-10,11
8.1e-10,6
8.35e-10,12
8.6e-10,8
8.85e-10,6
9.1e-10,6
9.35e-10,9
9.6e-10,3
9.85e-10,9
1.01e-09,8
1.035e-09,3
1.06e-09,5
1.085e-09,4
1.11e-09,1
1.135e-09,1
1.16e-09,2
1.185e-09,6
1.21e-09,1
1.235e-09,2
1.26e-09,1
1.285e-09,2
1.31e-09,0
1.335e-09,0
1.36e-09,1
1.385e-09,1
1.41e-09,0
1.435e-09,4
1.46e-09,3
1.485e-09,1
1.51e-09,2
1.535e-09,1
1.56e-09,1
1.585e-09,0
1.61e-09,1
1.635e-09,1
1.66e-09,2
1.685e-09,1
1.71e-09,1
1.735e-09,1
1.76e-09,1
1.785e-09,0
1.81e-09,1
1.835e-09,0
1.86e-09,0
1.885e-09,2
1.91e-09,0
1.935e-09,0
1.96e-09,0
1.985e-09,0
2.01e-09,0
2.035e-09,0
2.06e-09,0
2.085e-09,1
2.11e-09,2
2.135e-09,0
2.16e-09,0
2.185e-09,0
2.21e-09,0
2.235e-09,0
2.26e-09,0
2.285e-09,0
2.31e-09,0
2.335e-09,0
2.36e-09,0
2.385e-09,0
2.41e-09,0
2.435e-09,0
2.46e-09,0
2.485e-09,0
2.51e-09,0
2.535e-09,0
2.56e-09,0
2.585e-09,0
2.61e-09,0
2.635e-09,0
2.66e-09,1
2.685e-09,0
2.71e-09,0
2.735e-09,0
