#LECROYHDO9204-MS�v,30454,Histogram
#Segments,1,SegmentSize,200
#Segment,TrigTime,TimeSinceSegment1
##1,01-Jan-2009 01:24:25,0                 
#Time,Ampl
-1.276e-09,0
-1.266e-09,0
-1.256e-09,0
-1.246e-09,0
-1.236e-09,0
-1.226e-09,0
-1.216e-09,0
-1.206e-09,0
-1.196e-09,0
-1.186e-09,0
-1.176e-09,0
-1.166e-09,0
-1.156e-09,0
-1.146e-09,0
-1.136e-09,0
-1.126e-09,0
-1.116e-09,0
-1.106e-09,0
-1.096e-09,0
-1.086e-09,0
-1.076e-09,0
-1.066e-09,0
-1.056e-09,0
-1.046e-09,0
-1.036e-09,0
-1.026e-09,0
-1.016e-09,0
-1.006e-09,0
-9.96e-10,0
-9.86e-10,0
-9.76e-10,0
-9.66e-10,0
-9.56e-10,0
-9.46e-10,0
-9.36e-10,0
-9.26e-10,0
-9.16e-10,0
-9.06e-10,1
-8.96e-10,0
-8.86e-10,1
-8.76e-10,1
-8.66e-10,1
-8.56e-10,0
-8.46e-10,1
-8.36e-10,2
-8.26e-10,2
-8.16e-10,1
-8.06e-10,1
-7.96e-10,2
-7.86e-10,0
-7.76e-10,3
-7.66e-10,6
-7.56e-10,3
-7.46e-10,6
-7.36e-10,7
-7.26e-10,6
-7.16e-10,13
-7.06e-10,9
-6.96e-10,11
-6.86e-10,8
-6.76e-10,7
-6.66e-10,9
-6.56e-10,21
-6.46e-10,10
-6.36e-10,16
-6.26e-10,14
-6.16e-10,26
-6.06e-10,16
-5.96e-10,33
-5.86e-10,28
-5.76e-10,24
-5.66e-10,24
-5.56e-10,23
-5.46e-10,34
-5.36e-10,37
-5.26e-10,37
-5.16e-10,43
-5.06e-10,49
-4.96e-10,45
-4.86e-10,61
-4.76e-10,67
-4.66e-10,60
-4.56e-10,73
-4.46e-10,73
-4.36e-10,66
-4.26e-10,69
-4.16e-10,61
-4.06e-10,98
-3.96e-10,71
-3.86e-10,91
-3.76e-10,79
-3.66e-10,85
-3.56e-10,93
-3.46e-10,80
-3.36e-10,97
-3.26e-10,83
-3.16e-10,107
-3.06e-10,97
-2.96e-10,111
-2.86e-10,95
-2.76e-10,90
-2.66e-10,75
-2.56e-10,93
-2.46e-10,129
-2.36e-10,103
-2.26e-10,98
-2.16e-10,90
-2.06e-10,90
-1.96e-10,88
-1.86e-10,93
-1.76e-10,85
-1.66e-10,87
-1.56e-10,81
-1.46e-10,82
-1.36e-10,90
-1.26e-10,83
-1.16e-10,73
-1.06e-10,74
-9.6e-11,78
-8.6e-11,68
-7.6e-11,64
-6.6e-11,62
-5.6e-11,47
-4.6e-11,60
-3.6e-11,50
-2.6e-11,64
-1.6e-11,61
-6e-12,49
4e-12,45
1.4e-11,48
2.4e-11,42
3.4e-11,31
4.4e-11,40
5.4e-11,32
6.4e-11,26
7.4e-11,16
8.4e-11,19
9.4e-11,24
1.04e-10,13
1.14e-10,23
1.24e-10,22
1.34e-10,20
1.44e-10,11
1.54e-10,9
1.64e-10,14
1.74e-10,10
1.84e-10,13
1.94e-10,6
2.04e-10,6
2.14e-10,11
2.24e-10,6
2.34e-10,6
2.44e-10,2
2.54e-10,2
2.64e-10,5
2.74e-10,4
2.84e-10,2
2.94e-10,5
3.04e-10,3
3.14e-10,2
3.24e-10,4
3.34e-10,1
3.44e-10,1
3.54e-10,2
3.64e-10,0
3.74e-10,1
3.84e-10,0
3.94e-10,1
4.04e-10,0
4.14e-10,0
4.24e-10,1
4.34e-10,0
4.44e-10,0
4.54e-10,0
4.64e-10,1
4.74e-10,1
4.84e-10,0
4.94e-10,1
5.04e-10,0
5.14e-10,0
5.24e-10,0
5.34e-10,0
5.44e-10,0
5.54e-10,0
5.64e-10,1
5.74e-10,0
5.84e-10,0
5.94e-10,0
6.04e-10,0
6.14e-10,0
6.24e-10,0
6.34e-10,0
6.44e-10,0
6.54e-10,0
6.64e-10,0
6.74e-10,0
6.84e-10,0
6.94e-10,0
7.04e-10,0
7.14e-10,0
