#LECROYHDO9204-MS�v,30454,Histogram
#Segments,1,SegmentSize,200
#Segment,TrigTime,TimeSinceSegment1
##1,01-Jan-2009 01:56:36,0                 
#Time,Ampl
7.12e-10,0
7.22e-10,0
7.32e-10,0
7.42e-10,0
7.52e-10,0
7.62e-10,0
7.72e-10,0
7.82e-10,0
7.92e-10,0
8.02e-10,0
8.12e-10,1
8.22e-10,0
8.32e-10,0
8.42e-10,0
8.52e-10,0
8.62e-10,1
8.72e-10,1
8.82e-10,1
8.92e-10,0
9.02e-10,0
9.12e-10,2
9.22e-10,0
9.32e-10,0
9.42e-10,2
9.52e-10,2
9.62e-10,0
9.72e-10,1
9.82e-10,3
9.92e-10,4
1.002e-09,2
1.012e-09,5
1.022e-09,2
1.032e-09,2
1.042e-09,4
1.052e-09,1
1.062e-09,3
1.072e-09,5
1.082e-09,9
1.092e-09,6
1.102e-09,5
1.112e-09,7
1.122e-09,6
1.132e-09,6
1.142e-09,10
1.152e-09,6
1.162e-09,5
1.172e-09,11
1.182e-09,6
1.192e-09,12
1.202e-09,12
1.212e-09,9
1.222e-09,12
1.232e-09,15
1.242e-09,13
1.252e-09,12
1.262e-09,25
1.272e-09,24
1.282e-09,13
1.292e-09,16
1.302e-09,21
1.312e-09,31
1.322e-09,21
1.332e-09,25
1.342e-09,20
1.352e-09,31
1.362e-09,31
1.372e-09,38
1.382e-09,36
1.392e-09,44
1.402e-09,51
1.412e-09,36
1.422e-09,44
1.432e-09,42
1.442e-09,59
1.452e-09,47
1.462e-09,53
1.472e-09,62
1.482e-09,55
1.492e-09,63
1.502e-09,54
1.512e-09,60
1.522e-09,60
1.532e-09,72
1.542e-09,66
1.552e-09,60
1.562e-09,65
1.572e-09,67
1.582e-09,71
1.592e-09,74
1.602e-09,70
1.612e-09,56
1.622e-09,82
1.632e-09,66
1.642e-09,75
1.652e-09,97
1.662e-09,82
1.672e-09,61
1.682e-09,86
1.692e-09,79
1.702e-09,81
1.712e-09,96
1.722e-09,70
1.732e-09,100
1.742e-09,83
1.752e-09,85
1.762e-09,68
1.772e-09,72
1.782e-09,69
1.792e-09,73
1.802e-09,57
1.812e-09,62
1.822e-09,56
1.832e-09,75
1.842e-09,70
1.852e-09,78
1.862e-09,62
1.872e-09,73
1.882e-09,55
1.892e-09,58
1.902e-09,62
1.912e-09,68
1.922e-09,60
1.932e-09,58
1.942e-09,37
1.952e-09,45
1.962e-09,50
1.972e-09,49
1.982e-09,48
1.992e-09,40
2.002e-09,31
2.012e-09,30
2.022e-09,26
2.032e-09,37
2.042e-09,32
2.052e-09,35
2.062e-09,26
2.072e-09,23
2.082e-09,26
2.092e-09,21
2.102e-09,20
2.112e-09,20
2.122e-09,18
2.132e-09,18
2.142e-09,18
2.152e-09,18
2.162e-09,15
2.172e-09,18
2.182e-09,12
2.192e-09,9
2.202e-09,14
2.212e-09,7
2.222e-09,7
2.232e-09,11
2.242e-09,7
2.252e-09,6
2.262e-09,11
2.272e-09,5
2.282e-09,3
2.292e-09,4
2.302e-09,2
2.312e-09,7
2.322e-09,6
2.332e-09,3
2.342e-09,2
2.352e-09,2
2.362e-09,1
2.372e-09,3
2.382e-09,4
2.392e-09,3
2.402e-09,2
2.412e-09,0
2.422e-09,1
2.432e-09,5
2.442e-09,2
2.452e-09,0
2.462e-09,2
2.472e-09,0
2.482e-09,0
2.492e-09,1
2.502e-09,0
2.512e-09,0
2.522e-09,0
2.532e-09,0
2.542e-09,1
2.552e-09,0
2.562e-09,0
2.572e-09,0
2.582e-09,1
2.592e-09,1
2.602e-09,0
2.612e-09,0
2.622e-09,0
2.632e-09,0
2.642e-09,0
2.652e-09,1
2.662e-09,1
2.672e-09,0
2.682e-09,0
2.692e-09,0
2.702e-09,0
