#LECROYHDO9204-MS�v,30454,Histogram
#Segments,1,SegmentSize,200
#Segment,TrigTime,TimeSinceSegment1
##1,01-Jan-2009 01:44:11,0                 
#Time,Ampl
-2.804e-09,0
-2.794e-09,0
-2.784e-09,0
-2.774e-09,0
-2.764e-09,0
-2.754e-09,0
-2.744e-09,0
-2.734e-09,0
-2.724e-09,0
-2.714e-09,0
-2.704e-09,0
-2.694e-09,0
-2.684e-09,2
-2.674e-09,0
-2.664e-09,0
-2.654e-09,2
-2.644e-09,1
-2.634e-09,3
-2.624e-09,2
-2.614e-09,0
-2.604e-09,0
-2.594e-09,1
-2.584e-09,1
-2.574e-09,2
-2.564e-09,0
-2.554e-09,2
-2.544e-09,6
-2.534e-09,3
-2.524e-09,2
-2.514e-09,3
-2.504e-09,3
-2.494e-09,3
-2.484e-09,3
-2.474e-09,2
-2.464e-09,1
-2.454e-09,1
-2.444e-09,5
-2.434e-09,5
-2.424e-09,10
-2.414e-09,2
-2.404e-09,11
-2.394e-09,6
-2.384e-09,10
-2.374e-09,12
-2.364e-09,12
-2.354e-09,11
-2.344e-09,10
-2.334e-09,8
-2.324e-09,15
-2.314e-09,15
-2.304e-09,11
-2.294e-09,10
-2.284e-09,19
-2.274e-09,19
-2.264e-09,27
-2.254e-09,18
-2.244e-09,25
-2.234e-09,17
-2.224e-09,23
-2.214e-09,30
-2.204e-09,31
-2.194e-09,21
-2.184e-09,44
-2.174e-09,43
-2.164e-09,45
-2.154e-09,47
-2.144e-09,41
-2.134e-09,56
-2.124e-09,45
-2.114e-09,37
-2.104e-09,44
-2.094e-09,48
-2.084e-09,57
-2.074e-09,53
-2.064e-09,58
-2.054e-09,47
-2.044e-09,79
-2.034e-09,66
-2.024e-09,70
-2.014e-09,55
-2.004e-09,73
-1.994e-09,66
-1.984e-09,76
-1.974e-09,84
-1.964e-09,66
-1.954e-09,70
-1.944e-09,74
-1.934e-09,78
-1.924e-09,96
-1.914e-09,60
-1.904e-09,84
-1.894e-09,82
-1.884e-09,80
-1.874e-09,101
-1.864e-09,90
-1.854e-09,68
-1.844e-09,90
-1.834e-09,85
-1.824e-09,71
-1.814e-09,81
-1.804e-09,93
-1.794e-09,75
-1.784e-09,86
-1.774e-09,71
-1.764e-09,82
-1.754e-09,74
-1.744e-09,79
-1.734e-09,83
-1.724e-09,61
-1.714e-09,66
-1.704e-09,51
-1.694e-09,78
-1.684e-09,59
-1.674e-09,62
-1.664e-09,61
-1.654e-09,58
-1.644e-09,65
-1.634e-09,50
-1.624e-09,50
-1.614e-09,40
-1.604e-09,50
-1.594e-09,52
-1.584e-09,54
-1.574e-09,45
-1.564e-09,46
-1.554e-09,45
-1.544e-09,36
-1.534e-09,37
-1.524e-09,32
-1.514e-09,29
-1.504e-09,33
-1.494e-09,34
-1.484e-09,26
-1.474e-09,30
-1.464e-09,19
-1.454e-09,18
-1.444e-09,20
-1.434e-09,21
-1.424e-09,27
-1.414e-09,25
-1.404e-09,21
-1.394e-09,11
-1.384e-09,11
-1.374e-09,14
-1.364e-09,10
-1.354e-09,11
-1.344e-09,6
-1.334e-09,9
-1.324e-09,8
-1.314e-09,6
-1.304e-09,8
-1.294e-09,4
-1.284e-09,6
-1.274e-09,6
-1.264e-09,2
-1.254e-09,4
-1.244e-09,3
-1.234e-09,3
-1.224e-09,1
-1.214e-09,3
-1.204e-09,2
-1.194e-09,6
-1.184e-09,3
-1.174e-09,4
-1.164e-09,2
-1.154e-09,4
-1.144e-09,3
-1.134e-09,3
-1.124e-09,3
-1.114e-09,2
-1.104e-09,4
-1.094e-09,2
-1.084e-09,1
-1.074e-09,0
-1.064e-09,3
-1.054e-09,2
-1.044e-09,2
-1.034e-09,0
-1.024e-09,0
-1.014e-09,1
-1.004e-09,0
-9.94e-10,0
-9.84e-10,0
-9.74e-10,2
-9.64e-10,0
-9.54e-10,0
-9.44e-10,0
-9.34e-10,1
-9.24e-10,1
-9.14e-10,0
-9.04e-10,0
-8.94e-10,0
-8.84e-10,0
-8.74e-10,0
-8.64e-10,0
-8.54e-10,0
-8.44e-10,0
-8.34e-10,1
-8.24e-10,0
-8.14e-10,0
