LECROYHDO9204-MSöv,30454,Histogram
Segments,1,SegmentSize,200
Segment,TrigTime,TimeSinceSegment1
#1,01-Jan-2009 01:35:01,0                 
Time,Ampl
1.468e-09,0
1.478e-09,0
1.488e-09,0
1.498e-09,0
1.508e-09,0
1.518e-09,1
1.528e-09,0
1.538e-09,0
1.548e-09,0
1.558e-09,0
1.568e-09,0
1.578e-09,0
1.588e-09,1
1.598e-09,0
1.608e-09,0
1.618e-09,0
1.628e-09,0
1.638e-09,0
1.648e-09,0
1.658e-09,2
1.668e-09,0
1.678e-09,1
1.688e-09,0
1.698e-09,0
1.708e-09,1
1.718e-09,0
1.728e-09,2
1.738e-09,0
1.748e-09,0
1.758e-09,1
1.768e-09,0
1.778e-09,1
1.788e-09,2
1.798e-09,2
1.808e-09,0
1.818e-09,0
1.828e-09,1
1.838e-09,3
1.848e-09,2
1.858e-09,2
1.868e-09,4
1.878e-09,6
1.888e-09,4
1.898e-09,5
1.908e-09,7
1.918e-09,4
1.928e-09,4
1.938e-09,6
1.948e-09,13
1.958e-09,15
1.968e-09,6
1.978e-09,7
1.988e-09,20
1.998e-09,10
2.008e-09,15
2.018e-09,11
2.028e-09,18
2.038e-09,22
2.048e-09,15
2.058e-09,21
2.068e-09,21
2.078e-09,32
2.088e-09,33
2.098e-09,23
2.108e-09,32
2.118e-09,36
2.128e-09,42
2.138e-09,42
2.148e-09,45
2.158e-09,57
2.168e-09,53
2.178e-09,54
2.188e-09,49
2.198e-09,55
2.208e-09,56
2.218e-09,68
2.228e-09,78
2.238e-09,66
2.248e-09,74
2.258e-09,77
2.268e-09,61
2.278e-09,65
2.288e-09,84
2.298e-09,104
2.308e-09,82
2.318e-09,102
2.328e-09,94
2.338e-09,87
2.348e-09,109
2.358e-09,104
2.368e-09,107
2.378e-09,99
2.388e-09,98
2.398e-09,117
2.408e-09,101
2.418e-09,107
2.428e-09,109
2.438e-09,114
2.448e-09,97
2.458e-09,103
2.468e-09,110
2.478e-09,97
2.488e-09,108
2.498e-09,92
2.508e-09,76
2.518e-09,104
2.528e-09,84
2.538e-09,73
2.548e-09,86
2.558e-09,69
2.568e-09,82
2.578e-09,85
2.588e-09,63
2.598e-09,62
2.608e-09,66
2.618e-09,57
2.628e-09,63
2.638e-09,62
2.648e-09,51
2.658e-09,59
2.668e-09,45
2.678e-09,39
2.688e-09,53
2.698e-09,36
2.708e-09,39
2.718e-09,44
2.728e-09,37
2.738e-09,30
2.748e-09,23
2.758e-09,24
2.768e-09,29
2.778e-09,31
2.788e-09,23
2.798e-09,17
2.808e-09,7
2.818e-09,19
2.828e-09,10
2.838e-09,12
2.848e-09,8
2.858e-09,12
2.868e-09,11
2.878e-09,7
2.888e-09,9
2.898e-09,5
2.908e-09,5
2.918e-09,6
2.928e-09,6
2.938e-09,3
2.948e-09,4
2.958e-09,3
2.968e-09,2
2.978e-09,2
2.988e-09,2
2.998e-09,7
3.008e-09,0
3.018e-09,0
3.028e-09,2
3.038e-09,3
3.048e-09,0
3.058e-09,1
3.068e-09,0
3.078e-09,0
3.088e-09,0
3.098e-09,0
3.108e-09,3
3.118e-09,0
3.128e-09,1
3.138e-09,0
3.148e-09,1
3.158e-09,0
3.168e-09,0
3.178e-09,0
3.188e-09,0
3.198e-09,0
3.208e-09,0
3.218e-09,0
3.228e-09,0
3.238e-09,0
3.248e-09,0
3.258e-09,0
3.268e-09,0
3.278e-09,0
3.288e-09,0
3.298e-09,0
3.308e-09,0
3.318e-09,0
3.328e-09,0
3.338e-09,0
3.348e-09,0
3.358e-09,0
3.368e-09,0
3.378e-09,0
3.388e-09,0
3.398e-09,0
3.408e-09,0
3.418e-09,0
3.428e-09,0
3.438e-09,0
3.448e-09,0
3.458e-09,0
