#T_CH1	T_CH2	T_CH3	T_CH4	A_CH1	A_CH2	A_CH3	A_CH4
-3.297	-4.949	-5.968	-4.836	67.884	78.217	188.057	179.987
-4.906	-2.798	-5.034	-6.577	107.541	67.608	161.235	239.189
-1.078	-1.907	-2.941	-2.690	127.696	79.866	121.124	106.250
-1.845	-1.400	-3.006	-2.023	99.396	70.995	90.733	72.167
-3.782	-5.964	-7.383	-3.960	63.740	142.571	50.811	51.117
-3.311	-2.685	-4.322	-4.983	77.549	53.776	77.095	127.261
-2.637	-4.155	-4.586	-4.420	108.872	75.299	27.244	42.420
-1.497	-1.745	-4.062	-3.004	89.230	82.220	254.258	250.970
-3.025	-3.862	-4.852	-4.037	114.547	138.941	242.564	227.516
-2.835	-1.552	-5.051	-2.454	191.454	99.374	238.870	190.595
-6.931	-7.835	-9.580	-8.179	34.824	37.933	127.714	98.830
-2.890	-1.631	-2.331	-4.360	195.285	92.628	60.450	90.568
-2.088	-2.114	-3.983	-4.381	114.744	71.201	55.133	58.015
-8.833	-9.720	-10.467	-10.026	46.642	36.770	206.777	236.970
-3.528	-3.476	-4.387	-5.755	151.571	62.296	530.439	625.078
-14.035	-13.295	-12.279	-11.633	132.728	37.219	31.990	25.892
-3.077	-1.588	-3.434	-4.175	193.013	80.929	213.796	258.348
-1.309	-2.259	-2.962	-3.103	100.658	58.505	72.984	85.753
-3.441	-1.323	-2.376	-4.625	289.428	84.633	113.075	165.085
-2.971	-2.184	-3.844	-4.229	193.982	97.962	110.158	113.819
-1.036	-1.540	-3.519	-2.615	123.294	124.376	168.031	165.637
-1.640	-4.360	-5.835	-2.894	54.264	72.998	149.745	113.485
-1.538	-4.067	-5.763	-3.041	71.491	105.232	200.769	150.245
-2.407	-4.901	-6.324	-3.138	27.362	69.551	105.832	37.250
-3.977	-2.534	-3.707	-5.890	69.941	28.520	43.350	84.112
-88.491	-87.352	-1.677	-4.714	468.656	208.884	43.686	103.730
-16.868	-3.695	-4.458	-6.014	46.317	34.367	53.012	99.126
-1.287	-2.609	-3.931	-2.281	103.393	157.713	234.084	181.806
-7.168	-6.607	-6.723	-8.631	189.789	75.170	43.283	78.078
-2.600	-3.218	-4.618	-3.695	57.114	62.235	55.037	70.662
-3.616	-2.141	-3.666	-5.520	155.338	84.918	69.598	100.986
-2.237	-2.497	-3.217	-3.473	73.366	45.910	113.623	107.520
-4.992	-1.790	-4.012	-6.845	124.983	52.586	148.088	287.420
-1.680	-2.980	-4.590	-2.513	105.260	130.909	199.091	150.285
-3.240	-1.828	-2.904	-4.612	157.496	89.488	203.320	276.327
-3.244	-5.686	-6.829	-4.005	57.203	135.004	290.761	194.491
-2.965	-1.719	-3.355	-4.821	195.349	99.007	138.272	203.977
-3.032	-1.534	-2.754	-4.073	195.831	75.238	204.214	232.629
-1.689	-1.504	-3.105	-3.635	164.164	67.820	46.173	66.124
-4.817	-6.328	-7.784	-6.487	59.585	81.297	69.903	60.132
-3.377	-1.614	-2.270	-5.198	231.096	65.851	127.561	136.261
-1.035	-1.797	-2.544	-2.382	158.392	82.229	61.963	83.429
-2.655	-4.302	-5.716	-4.389	91.808	85.879	230.776	164.517
-1.360	-2.997	-4.048	-3.101	113.403	136.199	96.535	85.308
-1.535	-2.081	-3.156	-2.166	52.829	61.203	115.892	121.836
-1.278	-3.815	-5.439	-2.598	75.208	153.707	55.564	33.436
-6.590	-8.169	-7.864	-9.451	91.449	106.857	45.676	60.424
-2.918	-3.725	-5.414	-2.116	294.109	260.310	65.837	54.007
-2.267	-3.142	-3.895	-3.435	63.213	93.756	53.556	53.234
-7.130	-6.421	-6.423	-8.111	167.996	124.181	33.636	42.736
-1.048	-2.547	-3.417	-3.041	104.868	110.519	52.706	44.996
-2.246	-2.167	-3.773	-3.772	102.255	17.182	76.489	80.161
-2.773	-4.137	-5.910	-5.518	45.055	38.950	182.007	201.519
-1.004	-2.155	-3.153	-2.655	153.969	119.021	160.550	123.784
-4.378	-4.265	-6.152	-4.748	30.363	30.051	38.545	36.176
-7.554	-7.864	-7.963	-7.858	146.722	129.223	64.904	35.164
-2.804	-1.486	-2.919	-4.128	158.855	93.900	196.380	229.612
-1.326	-3.260	-4.685	-4.821	94.389	93.062	53.306	70.459
-2.197	-1.680	-2.895	-3.443	179.340	78.884	250.385	257.814
-1.476	-4.394	-6.062	-2.194	90.439	141.006	187.427	109.322
-4.218	-3.991	-5.245	-4.358	80.810	76.864	40.272	36.235
-9.911	-9.440	-10.478	-10.105	162.030	114.883	36.105	36.676
-3.819	-3.568	-4.791	-5.488	68.946	49.345	223.313	270.910
-1.066	-3.411	-3.523	-4.054	167.785	221.650	183.161	172.930
-8.398	-8.272	-9.727	-9.479	37.367	58.424	62.498	96.748
-2.253	-1.959	-2.659	-4.384	125.220	62.883	79.842	109.790
-1.777	-4.799	-6.144	-4.650	50.786	48.477	217.546	185.620
-3.940	-1.624	-2.522	-5.461	228.336	98.974	83.807	152.469
-2.642	-1.847	-3.069	-3.359	89.892	65.282	200.417	238.230
-5.198	-77.817	-8.147	-6.720	38.500	63.123	39.589	32.706
-6.367	-7.922	-9.533	-7.270	38.142	71.012	284.037	191.230
-4.700	-5.755	-6.266	-5.289	78.307	106.798	30.664	18.626
-12.357	-10.414	-13.038	-13.577	73.924	52.258	115.808	188.155
-5.868	-5.359	-7.421	-7.540	49.282	42.870	184.594	209.806
-1.770	-5.050	-6.635	-3.549	52.827	152.473	407.146	203.502
-5.280	-2.889	-5.339	-6.449	141.155	55.399	155.894	165.190
-4.997	-2.257	-4.199	-6.297	153.860	73.308	163.616	277.619
-2.939	-2.253	-3.310	-4.183	83.725	60.525	156.394	206.590
-1.958	-4.602	-5.864	-6.231	55.633	44.845	268.932	314.211
-2.161	-4.317	-4.329	-5.895	15.485	69.602	100.785	147.831
-1.678	-4.345	-5.549	-3.088	64.799	86.438	125.576	87.605
-3.018	-4.378	-5.722	-3.737	58.360	74.545	127.705	121.813
-6.481	-6.808	-9.819	-8.274	44.602	31.549	42.423	42.523
-1.764	-3.640	-5.769	-3.619	84.482	93.681	227.564	162.764
-1.747	-2.992	-4.140	-3.498	77.038	99.281	167.452	107.641
-2.340	-2.627	-5.242	-1.536	358.127	168.670	61.845	48.761
-3.568	-3.081	-3.304	-5.897	53.055	50.614	78.993	176.960
-3.540	-4.558	-6.232	-3.398	31.096	39.442	45.747	43.733
-4.432	-1.371	-3.181	-6.088	207.919	0.433	73.461	130.853
-2.476	-1.744	-2.855	-4.332	88.190	61.429	165.346	239.535
-3.904	-6.792	-8.121	-5.204	74.008	136.292	45.377	27.189
-1.119	-2.663	-4.597	-2.710	115.608	131.183	253.844	203.420
-2.839	-2.946	-3.093	-3.588	380.438	227.379	64.743	43.592
-4.615	-61.847	-6.362	-5.356	16.466	50.979	61.326	53.097
-3.874	-3.794	-2.383	-1.642	276.540	189.152	97.130	63.630
-18.916	-17.897	-19.454	-20.811	70.034	53.307	36.078	57.995
-3.572	-2.841	-4.078	-5.174	96.385	65.633	113.154	115.436
-3.204	-1.936	-3.884	-4.373	118.149	83.497	147.011	199.475
-3.124	-4.697	-6.162	-4.586	45.783	48.535	189.012	148.002
-1.000	-1.139	-2.374	-2.412	457.738	261.435	82.477	117.617
-1.598	-2.831	-4.129	-1.922	83.062	92.143	79.244	54.365
-1.336	-1.209	-2.771	-3.594	162.886	77.610	149.824	218.934
-8.861	-5.630	-7.703	-10.069	26.931	18.659	174.658	298.271
-1.856	-1.653	-2.833	-2.496	119.599	71.005	73.303	137.801
-3.249	-3.644	-4.659	-4.132	69.867	64.602	90.255	88.607
-2.242	-80.533	-2.989	-4.352	68.052	51.446	48.150	63.825
-2.986	-1.719	-3.354	-4.456	166.077	66.644	95.895	117.263
-4.287	-3.111	-4.404	-4.846	89.889	64.794	32.564	68.566
-5.812	-6.699	-8.496	-7.123	24.095	53.325	187.850	188.076
-1.135	-3.060	-2.116	-3.978	160.685	333.694	68.473	83.944
-3.163	-1.542	-2.978	-4.803	161.811	80.922	151.253	228.540
-2.508	-2.802	-3.428	-4.338	99.457	72.785	47.502	64.800
-3.447	-1.887	-3.972	-5.825	80.053	55.529	149.106	270.329
-4.487	-2.838	-3.794	-5.687	119.005	58.490	110.733	165.834
-1.628	-1.638	-3.304	-2.384	190.468	94.858	164.237	151.607
-3.660	-1.342	-2.445	-5.037	247.888	76.554	62.315	67.727
-4.524	-2.271	-3.521	-6.010	175.089	49.237	81.574	171.649
-1.251	-3.029	-4.597	-2.869	75.529	81.238	195.120	172.742
-2.972	-1.459	-3.046	-4.434	188.231	112.757	168.558	250.677
-1.114	-1.802	-106.186	-107.944	127.377	107.376	-1707.258	-1299.322
-1.637	-3.608	-5.877	-2.639	63.525	72.401	65.483	59.866
-1.240	-2.133	-2.830	-5.796	116.952	129.218	126.476	220.297
-2.886	-2.337	-4.029	-4.397	189.960	113.218	175.941	194.832
-2.878	-1.559	-2.810	-3.892	141.135	66.433	100.429	163.458
-3.472	-1.823	-2.892	-5.198	144.622	22.355	84.105	146.803
-1.784	-3.551	-4.592	-5.564	85.735	94.523	170.166	215.621
-2.113	-1.498	-3.092	-3.526	104.657	95.018	164.789	172.100
-4.604	-3.549	-4.818	-5.051	85.025	54.076	38.127	28.236
-0.465	-3.371	-1.426	-3.978	354.187	268.913	269.530	453.299
-1.236	-2.860	-4.066	-1.958	143.571	140.262	210.264	129.756
-5.414	-37.887	-7.650	-4.981	56.678	40.933	63.245	30.440
-2.233	-2.096	-3.563	-3.460	152.625	55.643	203.240	239.425
-3.805	-4.025	-5.161	-5.339	39.679	34.320	81.317	85.004
-2.602	-2.114	-3.733	-4.404	65.277	65.538	141.280	112.587
-1.339	-3.418	-4.450	-2.673	78.819	92.164	212.887	179.931
-1.433	-3.025	-4.833	-3.062	65.978	70.454	202.811	203.766
-3.082	-3.293	-4.917	-4.647	116.508	79.674	34.942	59.967
-2.064	-1.916	-3.676	-3.213	125.441	90.638	136.960	164.917
-4.006	-3.183	-4.652	-5.335	105.487	37.254	149.082	179.176
-1.712	-2.131	-3.616	-2.582	123.061	56.856	146.105	158.345
-4.574	-3.149	-4.053	-6.384	119.405	29.533	55.192	80.124
-1.548	-1.555	-3.007	-2.448	102.415	81.149	111.600	161.808
-4.945	-4.228	-5.030	-6.591	62.161	43.611	128.540	146.007
-2.406	-1.980	-3.448	-3.604	139.621	80.085	207.604	199.478
-3.496	-2.807	-6.355	-4.684	111.175	65.342	324.200	257.128
-2.195	-2.385	-3.361	-3.632	85.263	57.491	122.146	151.898
-4.692	-1.602	-3.166	-6.179	286.599	69.923	167.295	328.890
-2.288	-3.088	-4.539	-3.501	63.623	70.834	246.161	201.342
-4.057	-2.040	-3.315	-5.728	183.000	77.602	40.948	61.003
-1.834	-2.553	-3.823	-3.650	76.002	60.800	240.647	236.703
-1.439	-1.819	-3.134	-3.008	106.268	69.155	56.203	38.536
-4.997	-6.549	-6.789	-8.752	41.869	43.168	294.334	420.206
-2.569	-1.535	-2.338	-3.909	134.477	97.143	185.169	257.766
-1.493	-3.831	-4.931	-2.607	83.078	135.724	151.136	140.611
-4.110	-4.763	-5.775	-4.735	70.904	37.301	190.954	209.221
-3.154	-1.731	-2.406	-4.424	238.807	67.130	91.429	162.110
-9.725	-7.286	-8.881	-11.298	112.711	33.243	141.880	239.764
-2.896	-3.975	-2.548	-5.141	135.200	128.610	37.570	48.995
-3.854	-83.457	-3.893	-5.121	92.372	37.558	126.382	168.030
-1.237	-3.380	-4.744	-2.244	131.844	181.143	56.091	47.691
-3.389	-1.268	-2.827	-4.839	225.301	78.813	172.137	238.865
-2.141	-1.371	-3.237	-3.491	94.213	74.465	102.214	80.811
-5.173	-3.926	-5.183	-5.804	136.056	45.647	75.791	63.551
-1.551	-4.014	-5.082	-2.407	97.068	115.867	191.666	109.986
-6.550	-3.931	-5.769	-8.131	119.719	43.980	171.738	197.911
-2.876	-1.433	-3.808	-4.261	244.942	94.427	62.218	89.979
-33.796	-6.829	-8.434	-6.966	34.693	27.684	140.909	119.691
-1.653	-2.502	-3.797	-3.555	74.492	53.270	83.114	77.628
-1.997	-2.452	-3.812	-2.794	48.917	40.215	87.616	87.423
-1.156	-2.676	-4.308	-2.054	169.181	151.114	134.318	109.426
-8.765	-26.150	-10.340	-10.276	61.876	37.584	101.784	117.498
-4.209	-4.183	-6.549	-6.589	128.545	70.907	271.774	312.397
-1.956	-1.888	-2.160	-3.949	85.453	48.452	62.952	74.298
-6.370	-3.918	-7.638	-6.615	224.557	66.283	72.047	68.555
-5.222	-3.235	-4.716	-6.506	193.451	67.185	182.276	237.915
-18.661	-18.549	-20.134	-20.797	108.289	42.244	46.313	66.228
-5.568	-4.822	-5.843	-6.898	100.146	39.176	38.053	57.412
-8.808	-6.758	-10.344	-10.977	125.646	54.081	191.174	264.457
-1.208	-2.413	-3.805	-2.538	137.918	111.834	181.327	146.214
-1.979	-1.638	-3.086	-3.333	185.084	61.018	179.750	213.652
-1.721	-1.723	-3.808	-2.682	101.131	77.763	176.575	175.200
-2.966	-1.133	-2.369	-4.820	240.770	101.437	76.885	60.527
-1.299	-1.529	-1.452	-2.851	321.281	269.442	71.364	89.377
-6.002	-103.130	-8.262	-8.617	68.810	-12.797	195.174	212.116
-1.812	-4.266	-5.768	-2.660	46.411	117.437	178.677	87.416
-1.651	-4.234	-6.020	-3.710	61.778	123.705	236.840	153.800
-2.190	-1.781	-3.389	-3.613	118.198	68.730	196.893	232.611
-3.377	-1.529	-2.707	-4.648	151.248	104.596	56.074	105.323
-3.788	-1.822	-3.785	-5.349	162.488	81.507	148.782	224.379
-1.659	-4.059	-5.485	-2.801	41.185	119.671	285.584	202.149
-1.730	-3.906	-5.713	-2.836	64.881	62.861	53.281	70.200
-3.502	-0.999	-2.416	-4.124	446.836	136.663	177.269	256.216
-4.762	-2.137	-3.282	-6.006	239.210	49.842	102.964	215.828
-3.142	-2.861	-3.662	-4.460	92.556	88.923	42.653	27.207
-2.099	-1.302	-2.921	-3.490	126.478	116.439	200.868	262.639
-1.488	-2.263	-3.787	-2.371	104.098	95.505	288.151	244.276
-2.436	-1.581	-3.170	-3.946	73.847	66.744	171.770	190.384
-5.470	-4.097	-6.795	-7.009	151.217	62.460	30.958	50.978
-2.497	-6.059	-6.865	-4.412	50.817	142.574	115.929	87.609
-1.610	-1.410	-2.874	-3.097	77.186	60.781	169.260	169.618
-3.104	-1.503	-3.131	-3.695	258.447	108.438	70.454	90.023
-2.360	-1.709	-3.012	-4.450	86.580	57.252	148.043	179.000
-3.064	-4.022	-5.694	-4.211	43.129	63.322	211.871	155.685
-3.868	-1.518	-2.695	-5.742	254.676	81.588	80.181	128.501
-1.206	-1.467	-2.915	-2.320	122.986	131.891	119.877	120.750
-5.765	-2.482	-4.633	-7.326	144.449	31.642	172.013	293.861
-4.182	-5.480	-6.749	-5.672	42.698	20.583	291.469	224.338
-3.440	-1.779	-3.819	-5.112	66.176	25.149	179.837	215.981
-4.137	-1.481	-2.610	-5.383	243.823	65.670	43.263	97.531
-3.777	-1.792	-3.561	-5.137	185.705	50.131	114.750	175.258
-1.450	-2.533	-4.065	-2.796	67.733	62.211	82.543	56.118
-4.730	-5.437	-7.249	-6.163	70.372	18.529	124.050	86.495
-5.053	-5.121	-6.855	-5.983	64.142	75.873	94.923	84.121
-5.861	-4.087	-5.760	-7.342	71.010	23.126	120.458	187.677
-7.451	-4.731	-5.959	-8.583	65.140	29.612	45.764	64.528
-5.509	-5.966	-5.094	-4.675	193.967	189.777	29.053	50.798
-1.279	-2.203	-3.310	-2.290	131.139	103.735	217.845	226.677
-15.382	-15.402	-18.112	-17.289	55.230	42.869	95.388	78.666
-2.262	-2.064	-2.738	-3.417	166.998	65.142	46.151	52.326
-60.198	-8.610	-9.250	-9.238	64.421	41.338	24.875	41.282
-6.694	-6.857	-8.982	-8.189	44.100	35.981	108.131	94.015
-1.713	-2.707	-3.948	-2.739	67.268	49.219	150.843	122.844
-1.087	-2.990	-4.467	-2.314	48.179	117.409	191.868	142.115
-3.442	-4.992	-7.233	-5.578	31.337	46.712	92.447	78.953
-10.049	-2.567	-4.170	-2.843	82.772	89.138	233.538	143.079
-20.300	-20.572	-1.230	-2.739	218.345	166.854	134.827	166.132
-4.010	-1.321	-3.142	-5.190	142.799	118.235	164.983	291.903
-4.638	-6.179	-8.327	-5.566	28.925	28.877	178.315	114.984
-1.399	-1.273	-2.644	-2.416	197.479	72.877	211.817	266.893
-2.713	-1.741	-2.928	-4.348	145.699	66.252	169.705	208.518
-7.552	-7.882	-10.390	-9.427	65.643	27.575	239.846	208.735
-1.349	-1.739	-2.570	-2.886	150.435	97.365	145.889	170.246
-2.960	-5.022	-5.949	-4.768	38.914	79.068	79.440	79.572
-3.149	-1.847	-3.671	-4.559	89.688	44.512	138.950	211.937
-6.586	-4.243	-5.580	-7.757	112.510	45.464	27.662	46.684
-3.037	-3.984	-5.755	-3.879	56.901	66.208	117.468	87.404
-6.283	-4.287	-6.080	-7.599	111.701	36.987	24.815	69.875
-1.779	-1.754	-3.622	-3.080	119.838	78.722	312.543	291.310
-2.522	-1.173	-2.683	-2.939	274.124	145.963	71.819	118.614
-1.240	-2.256	-3.355	-2.466	100.337	98.718	38.079	44.001
-7.576	-5.459	-6.755	-9.396	114.195	44.629	65.395	131.097
-1.793	-1.651	-3.068	-2.831	129.354	79.426	134.658	128.425
-1.224	-1.266	-3.057	-2.566	74.485	122.093	167.166	144.437
-2.804	-1.470	-6.082	-3.988	147.212	81.185	75.396	76.990
-3.551	-2.225	-4.668	-4.066	101.479	64.472	83.608	74.712
-6.168	-7.238	-7.672	-5.246	52.613	55.960	60.006	28.864
-1.099	-2.317	-3.129	-2.330	136.135	96.601	96.008	94.127
-14.406	-11.259	-15.692	-14.466	50.061	32.314	250.901	194.272
-1.066	-2.597	-4.169	-2.368	143.899	132.909	259.746	197.649
-1.093	-1.560	-2.805	-2.389	131.372	135.186	88.415	65.822
-1.265	-1.554	-2.624	-3.629	87.831	67.439	491.277	580.854
-4.440	-3.241	-4.342	-5.875	98.329	43.836	138.186	267.234
-9.652	-12.857	-13.743	-11.806	34.570	64.661	153.164	67.323
-1.472	-1.453	-2.606	-2.393	141.384	99.686	168.630	181.644
-1.338	-1.596	-2.893	-3.129	109.620	99.033	165.739	276.081
-1.259	-3.382	-4.893	-2.338	109.192	196.613	322.355	175.510
-2.432	-4.235	-5.761	-3.505	72.925	61.154	103.825	82.472
-4.564	-3.569	-5.152	-6.226	74.295	57.491	186.967	262.560
-6.694	-6.743	-11.140	-8.337	33.532	51.973	299.656	194.463
-3.649	-2.327	-3.843	-5.216	71.010	48.206	45.047	53.490
-1.101	-2.669	-3.711	-2.560	102.597	105.666	210.385	206.497
-2.211	-3.275	-5.111	-3.847	89.847	71.026	172.805	161.236
-4.103	-5.490	-6.428	-5.294	43.321	31.714	139.554	134.353
-9.043	-10.543	-12.612	-10.493	29.519	47.646	308.288	219.280
-1.079	-2.254	-3.223	-1.907	131.811	115.035	136.789	116.084
-1.763	-1.597	-2.472	-3.344	115.681	37.639	190.823	309.895
-5.131	-4.898	-5.787	-6.739	148.466	91.082	31.435	60.325
-3.789	-1.405	-2.622	-5.510	279.470	87.612	161.215	295.355
-3.962	-6.310	-7.740	-5.034	30.057	50.396	149.046	91.803
-6.937	-19.784	-1.900	-1.586	109.071	52.865	70.662	85.795
-6.782	-4.373	-6.057	-8.358	194.174	78.915	126.901	182.734
-4.796	-3.856	-5.545	-6.671	149.511	67.467	41.532	50.392
-1.359	-2.984	-4.153	-2.396	103.172	123.557	160.881	171.142
-1.628	-3.063	-4.467	-2.825	80.743	96.578	201.241	163.877
-1.516	-2.289	-3.323	-2.991	146.001	102.860	49.793	40.580
-7.214	-4.189	-5.674	-8.432	230.866	22.903	108.804	277.756
-2.095	-2.858	-4.219	-3.128	53.222	36.232	66.970	47.195
-1.959	-3.535	-3.546	-3.369	105.924	116.438	64.434	37.941
-3.568	-2.838	-4.733	-4.264	59.006	42.666	65.472	69.820
-2.728	-1.485	-3.394	-4.818	140.735	87.816	99.549	125.034
-3.958	-1.729	-2.870	-5.686	239.183	88.648	140.689	316.164
-1.979	-1.875	-3.633	-2.042	123.972	73.712	82.252	45.284
-2.398	-4.297	-5.815	-4.139	35.413	54.119	135.813	94.925
-7.848	-8.542	-10.482	-9.291	72.068	35.757	39.638	49.625
-1.369	-2.372	-3.526	-2.568	100.136	128.447	170.180	112.555
-6.371	-5.071	-7.390	-9.646	51.086	28.630	206.839	354.775
-1.728	-4.217	-5.848	-2.968	57.450	103.926	223.802	125.101
-1.508	-1.411	-2.624	-2.923	100.703	80.416	104.824	120.736
-2.114	-1.770	-4.025	-3.247	72.859	59.011	260.509	288.639
-2.017	-4.740	-6.006	-3.186	70.736	102.814	294.180	172.171
-1.862	-2.566	-4.831	-3.046	108.945	84.385	52.757	74.363
-5.193	-5.839	-6.579	-6.436	101.774	33.632	140.191	129.651
-2.995	-2.046	-3.039	-4.516	219.427	69.838	221.385	252.981
-2.552	-1.541	-3.211	-3.895	177.638	59.158	216.069	295.721
-4.628	-2.575	-5.315	-6.510	71.073	31.425	151.510	188.034
-2.373	-2.378	-3.853	-4.054	90.529	56.472	171.789	229.027
-1.645	-2.633	-4.043	-2.680	51.393	44.025	91.405	91.980
-1.221	-1.861	-3.101	-2.398	126.017	50.512	72.143	48.536
-3.172	-3.713	-2.639	-5.297	61.246	54.882	91.397	116.417
-2.829	-3.999	-5.669	-4.390	65.957	72.347	78.084	90.278
-3.616	-3.296	-3.781	-5.134	88.129	89.148	42.718	60.180
-1.567	-1.988	-2.902	-2.172	79.435	59.522	126.790	122.072
-4.119	-2.744	-3.878	-5.469	165.341	46.656	195.214	300.645
-4.798	-3.350	-4.999	-6.448	101.540	43.885	33.761	69.905
-5.303	-4.084	-5.532	-6.258	60.332	32.787	191.829	224.705
-6.122	-5.332	-6.608	-9.639	30.254	42.687	313.992	559.990
-1.375	-1.437	-2.736	-2.264	136.119	126.417	256.242	263.751
-1.333	-1.593	-4.104	-2.229	132.558	116.787	758.276	630.686
-1.820	-1.935	-3.596	-3.298	90.246	60.072	65.553	42.604
-9.174	-9.379	-10.821	-10.393	30.636	26.750	187.208	156.442
-1.390	-2.141	-3.860	-2.716	146.120	111.352	176.079	142.434
-1.142	-3.456	-3.391	-5.104	87.584	167.878	114.809	138.796
-1.662	-4.265	-6.190	-3.354	47.805	94.433	314.916	201.511
-8.223	-9.318	-8.773	-11.484	39.834	67.841	30.500	75.512
-3.937	-3.038	-5.728	-6.687	126.063	56.150	369.738	512.168
-1.271	-2.163	-3.091	-3.025	111.918	84.997	78.434	95.391
-16.023	-2.941	-4.652	-3.076	40.171	68.613	229.652	193.761
-5.300	-4.546	-6.436	-6.372	94.613	60.089	48.509	71.615
-1.230	-2.795	-4.191	-3.078	112.744	93.601	224.565	240.813
-0.919	-2.466	-3.874	-1.993	175.151	187.773	71.698	74.863
-1.963	-4.363	-6.237	-2.916	58.611	50.484	169.238	100.389
-1.468	-2.247	-3.556	-3.450	92.668	48.614	156.622	202.421
-5.186	-2.160	-5.617	-5.839	210.252	55.714	48.173	53.922
-1.160	-3.619	-5.432	-2.526	121.739	213.014	102.648	45.131
-3.735	-1.636	-2.955	-5.117	166.754	66.799	87.275	145.963
-3.860	-2.147	-4.027	-4.626	148.598	78.412	180.515	205.570
-4.324	-1.839	-3.767	-6.314	155.820	46.460	171.844	259.927
-1.135	-2.757	-4.078	-2.969	125.165	83.361	232.784	129.033
-3.418	-1.870	-4.188	-5.041	145.182	79.830	68.789	76.598
-6.486	-4.326	-5.186	-8.229	292.802	55.695	147.202	302.882
-1.243	-3.429	-5.115	-2.875	115.123	121.709	198.839	143.050
-1.493	-3.567	-4.786	-1.936	85.923	163.798	159.940	146.359
-3.320	-3.554	-5.745	-4.711	64.581	78.676	303.164	271.796
-4.740	-3.579	-4.191	-6.351	165.805	77.317	56.828	92.817
-3.812	-2.477	-1.871	-3.804	641.187	293.351	63.718	113.364
-1.168	-1.626	-2.711	-2.658	88.296	45.809	75.009	83.703
-1.580	-2.567	-3.674	-2.892	98.675	127.405	229.676	241.209
-2.887	-1.968	-3.302	-4.735	171.663	62.008	98.631	206.197
-2.477	-1.780	-2.216	-3.596	167.413	79.361	58.673	104.977
-1.941	-5.039	-6.752	-3.767	86.094	56.599	285.673	187.294
-6.377	-3.747	-5.617	-8.452	88.582	39.472	152.414	316.683
-2.449	-4.305	-5.404	-4.667	63.792	97.612	196.801	159.493
-1.698	-4.373	-5.968	-3.233	64.037	113.439	131.617	123.749
-6.542	-7.427	-9.394	-6.521	79.932	80.877	54.805	31.912
-6.420	-4.617	-5.188	-8.284	118.586	35.938	134.798	288.429
-3.738	-1.737	-2.851	-5.211	159.999	65.344	160.611	283.232
-3.775	-2.597	-4.031	-5.853	82.079	72.149	210.225	266.542
-2.161	-2.824	-4.823	-3.398	63.301	63.853	107.959	80.028
-2.550	-1.415	-2.765	-4.359	227.720	86.048	209.345	295.945
-3.134	-1.858	-3.493	-4.932	201.380	55.315	137.466	212.377
-2.611	-3.838	-5.571	-3.666	41.848	14.777	117.920	80.322
-22.776	-5.250	-8.004	-8.471	62.227	55.316	59.902	71.009
-0.962	-1.986	-3.384	-2.319	159.533	98.588	169.953	140.670
-4.296	-2.394	-4.378	-5.491	151.670	54.247	126.422	122.660
-5.464	-5.214	-5.641	-7.594	103.472	35.547	45.269	66.086
-20.441	-20.964	-21.867	-21.699	45.661	26.503	166.876	240.791
-1.460	-3.507	-4.264	-3.565	103.409	134.873	103.783	84.585
-7.157	-4.203	-5.824	-8.910	247.668	49.612	170.771	241.466
-1.702	-2.629	-3.831	-3.535	79.754	64.216	40.212	45.399
-1.227	-2.952	-4.134	-2.852	97.864	137.927	158.494	202.902
-1.143	-3.204	-4.884	-3.099	69.876	161.478	113.075	107.496
-1.258	-2.412	-3.881	-2.702	126.887	110.219	204.651	237.197
-3.885	-1.649	-2.756	-5.273	240.705	81.182	116.172	173.120
-1.896	-1.820	-3.456	-2.852	152.890	124.477	116.455	135.517
-68.052	-12.701	-12.530	-11.777	31.910	36.119	195.294	143.433
-3.249	-5.723	-7.548	-5.064	45.055	55.011	291.345	161.341
-3.904	-4.928	-6.204	-5.501	61.429	47.123	191.813	195.267
-1.092	-1.430	-2.342	-2.953	142.304	106.845	52.704	69.270
-11.342	-103.871	-12.949	-13.171	59.207	32.490	225.528	263.306
-6.749	-4.401	-5.836	-8.364	238.484	49.557	167.989	261.120
-9.324	-10.351	-13.100	-10.586	52.653	52.711	279.054	232.063
-3.846	-4.147	-5.638	-5.451	101.636	109.190	47.582	31.862
-1.617	-2.604	-4.260	-3.862	60.412	68.600	78.563	82.105
-1.375	-3.393	-5.060	-2.812	95.247	136.165	208.157	135.926
-1.894	-1.269	-2.532	-3.107	194.771	79.741	83.676	107.760
-2.664	-1.256	-5.469	-3.475	159.119	121.958	301.417	239.670
-2.996	-1.902	-3.450	-4.485	103.225	69.235	196.998	255.947
-4.296	-1.866	-3.664	-6.124	52.589	33.129	129.202	251.254
-4.851	-2.325	-3.612	-6.001	129.489	49.083	42.588	94.445
-1.488	-1.332	-2.757	-2.910	92.589	87.093	117.993	92.960
-4.009	-2.794	-4.966	-5.087	93.390	69.579	100.779	127.517
-1.036	-1.551	-3.152	-2.330	127.098	116.722	107.525	102.745
-1.598	-4.035	-5.125	-2.747	113.885	101.793	52.527	31.941
-1.452	-2.850	-4.232	-3.140	81.893	55.258	111.469	74.754
-1.038	-2.488	-3.082	-2.669	178.590	136.011	151.312	135.577
-3.746	-1.879	-5.401	-4.303	73.340	49.387	97.284	79.934
-4.545	-3.969	-5.013	-6.165	104.959	46.070	252.279	277.747
