1,498,502,504,500,504,502,499,501,501,499,498,503,501,500,499,496,501,501,501,498,504,500,498,501,503,502,502,500,497,502,498,501,501,501,500,500,500,495,497,499,500,502,497,497,498,500,495,499,498,501,499,500,496,500,500,500,502,498,502,502,498,497,501,499,504,501,503,500,500,498,499,496,495,497,499,495,503,501,501,500,502,502,500,498,501,499,499,498,504,501,502,497,502,497,500,501,499,502,503,501,501,502,499,502,500,499,499,499,502,495,502,503,501,494,496,500,498,503,498,501,498,495,495,502,501,502,502,506,502,498,497,502,499,495,498,504,498,502,507,501,500,503,497,498,496,504,496,500,498,501,503,497,499,503,495,500,503,495,496,504,495,500,503,501,504,500,500,500,496,502,498,498,499,501,498,499,501,496,496,501,497,501,500,498,500,496,502,502,503,499,499,501,498,497,496,499,497,500,499,499,498,499,501,496,499,500,501,499,504,499,498,501,506,503,498,498,500,499,501,499,501,498,501,499,501,497,497,498,501,502,498,497,495,503,500,498,501,500,502,501,499,499,495,499,500,501,499,504,503,504,500,501,499,501,501,502,
5,495,501,504,500,498,498,499,506,497,497,500,498,499,501,499,505,497,496,500,498,501,502,501,499,497,497,499,502,503,500,502,499,495,501,500,501,502,496,500,500,501,501,495,497,496,499,496,495,498,499,504,508,502,498,501,501,499,503,500,505,502,497,502,500,499,496,498,495,501,499,498,500,497,504,504,500,501,501,501,497,499,499,496,502,502,501,501,501,500,496,497,500,498,498,502,498,496,493,503,497,499,499,502,501,499,495,500,498,495,498,501,502,496,501,499,495,500,499,498,501,501,496,502,499,497,497,504,501,507,500,502,501,503,497,504,502,500,502,502,501,499,494,497,502,500,499,499,499,500,502,501,502,499,495,494,499,500,500,502,501,496,503,500,497,501,503,503,499,498,498,498,503,503,503,495,501,497,503,497,500,503,498,502,497,498,499,500,503,500,501,502,500,504,504,496,502,499,503,500,497,503,500,501,501,502,499,499,497,502,501,496,503,501,502,503,499,503,499,500,498,499,498,499,492,495,502,502,497,495,501,501,502,503,501,500,497,504,496,497,496,498,502,500,500,495,499,496,502,505,499,494,498,502,497,501,501,
9,502,500,500,501,499,500,503,501,498,499,499,500,501,504,498,500,502,500,500,498,500,501,500,501,503,499,501,503,502,501,499,499,500,503,500,502,504,500,500,498,501,499,502,500,499,496,500,497,500,497,500,501,503,498,499,499,502,497,501,500,500,501,499,500,499,498,496,497,496,504,501,499,499,502,504,500,497,505,501,497,499,502,498,505,499,498,497,498,499,500,493,497,500,503,498,502,498,497,500,496,502,501,502,498,498,498,496,505,497,506,502,500,501,500,501,499,501,498,498,498,502,503,500,496,503,497,499,503,503,498,501,499,503,496,504,498,502,501,495,499,500,497,502,503,499,498,495,498,497,499,504,504,500,496,502,499,502,496,500,497,502,494,496,498,498,497,499,499,505,504,502,499,501,499,496,499,499,497,503,499,496,501,501,502,498,501,501,494,501,502,501,500,501,499,500,503,501,498,498,501,503,497,498,502,503,499,501,503,501,503,501,503,500,504,500,502,502,499,500,502,503,499,498,500,501,505,502,500,502,496,502,502,497,502,497,501,503,501,500,498,500,500,500,507,496,502,502,500,501,498,500,500,501,500,500,501,
13,503,497,500,502,499,495,496,498,503,501,497,503,503,497,499,498,503,499,495,499,504,497,501,497,501,505,501,504,499,500,501,500,501,498,498,495,499,505,496,497,499,499,503,504,505,501,499,505,497,499,498,497,502,500,500,502,498,497,499,501,499,499,499,499,503,497,502,499,500,498,499,500,502,499,499,501,499,498,497,500,499,499,499,504,496,501,497,499,498,498,497,496,499,501,495,500,506,502,501,500,497,502,501,498,503,501,503,501,500,503,499,497,499,500,498,501,496,501,501,499,501,504,502,503,501,499,495,501,497,496,500,499,499,501,503,496,505,500,496,498,502,497,500,499,500,499,503,499,503,499,501,501,499,493,503,500,497,495,498,496,501,500,501,498,497,497,502,498,499,500,507,502,497,499,499,497,499,497,501,497,501,496,499,499,497,500,500,500,503,501,504,502,499,497,503,501,498,499,498,504,499,499,504,505,501,497,498,501,499,500,499,500,497,501,500,500,498,500,504,499,501,500,504,501,506,497,502,499,498,498,501,500,502,504,502,503,495,500,500,494,496,498,497,498,497,499,498,499,500,501,495,502,498,497,503,501,
17,502,498,503,500,501,499,501,501,501,503,500,502,500,495,502,503,502,501,499,497,502,502,496,495,500,496,503,499,497,500,497,496,495,494,496,499,498,500,499,498,500,498,500,502,501,501,498,501,498,499,497,500,496,500,499,499,502,501,504,497,503,500,502,494,501,496,501,503,498,497,497,499,500,503,495,500,493,501,496,500,495,501,500,496,500,503,503,502,498,503,503,499,501,499,500,499,501,503,505,498,503,502,497,494,499,505,498,496,505,497,494,502,500,500,498,499,500,501,511,500,501,500,498,499,497,499,497,504,498,501,502,499,503,499,498,497,497,497,501,495,499,499,498,500,499,503,501,498,498,500,495,503,498,499,503,501,496,497,503,499,500,501,503,496,498,497,497,499,497,504,501,497,498,500,498,502,496,499,497,499,501,503,500,496,501,498,499,500,499,500,497,499,500,502,500,496,503,500,500,499,502,501,498,497,502,497,497,497,499,501,499,496,502,498,497,501,500,502,501,502,503,499,501,503,500,498,499,501,502,497,506,500,501,496,496,500,495,501,503,501,498,499,504,497,499,502,504,498,498,500,500,500,499,501,502,500,
21,503,499,499,501,498,500,502,497,494,499,500,500,501,496,500,502,501,500,498,499,499,496,500,495,494,499,501,498,502,500,493,500,499,501,503,502,500,494,502,505,496,500,494,501,504,506,499,500,502,496,503,498,501,504,500,501,505,499,500,500,505,498,502,496,502,502,500,498,502,503,497,499,503,494,495,498,501,498,496,499,501,497,499,497,500,502,499,499,501,499,501,500,506,500,501,502,501,501,497,503,494,500,500,500,503,495,501,498,497,499,501,499,502,498,502,499,501,499,500,497,501,501,498,506,501,500,499,501,500,495,500,502,498,494,500,502,498,501,501,499,493,503,497,497,495,497,500,498,502,502,498,500,499,502,502,496,501,500,499,503,501,499,502,502,501,498,507,499,500,495,500,494,499,499,495,502,499,500,501,498,501,502,498,498,498,499,498,498,498,500,498,498,499,502,498,498,502,501,496,498,500,497,501,499,500,503,497,497,500,499,497,500,496,501,498,501,499,499,499,500,498,498,500,501,500,504,496,503,499,502,500,502,500,498,501,506,498,505,501,505,501,498,503,501,499,501,499,502,501,500,506,497,495,500,501,495,
25,497,499,500,499,497,499,503,500,498,500,504,499,496,502,499,498,500,500,501,503,499,498,503,503,499,496,494,495,501,505,502,502,497,503,501,499,498,499,503,504,499,495,502,501,496,504,504,504,502,498,501,494,500,500,504,502,503,499,498,505,501,500,501,497,497,502,498,500,499,499,494,500,497,501,495,503,501,498,499,499,497,506,501,498,501,501,499,498,498,500,496,502,499,501,502,499,492,500,499,495,500,496,499,503,498,496,499,501,501,502,504,498,504,498,498,499,500,503,493,499,501,498,498,501,500,501,499,500,496,503,496,499,497,500,499,499,499,498,503,503,501,498,503,497,502,500,497,497,499,493,499,498,503,499,498,497,506,505,501,498,502,500,501,502,502,500,501,504,500,500,496,498,502,502,503,500,500,500,499,499,500,502,498,498,499,502,497,502,501,498,503,501,495,504,497,500,500,503,497,504,501,502,500,499,499,504,498,504,504,505,498,495,503,499,496,504,498,502,493,498,497,501,500,499,497,502,496,498,498,503,500,496,496,499,500,500,498,499,499,495,498,498,499,502,498,497,499,499,498,499,501,501,500,495,501,500,
29,496,502,502,501,498,500,502,499,506,501,498,499,498,499,504,498,501,495,501,503,502,498,499,499,503,497,498,501,503,501,503,499,504,502,503,505,499,500,495,504,502,504,502,500,497,502,500,496,497,499,498,500,499,500,499,499,502,496,501,497,500,500,501,498,496,501,500,501,502,501,501,496,499,503,501,500,506,498,503,500,502,498,499,499,500,500,499,497,503,497,501,499,498,500,499,499,491,500,500,499,500,502,500,502,498,498,499,502,500,505,501,503,498,499,502,500,504,501,499,503,501,494,502,499,506,498,496,501,499,501,498,500,503,495,502,503,500,499,495,505,503,499,500,498,503,501,499,499,495,500,500,499,498,494,498,502,501,502,498,502,503,502,501,502,501,500,500,501,500,501,495,498,501,502,501,496,499,497,499,501,498,499,500,505,500,498,499,500,498,499,501,500,497,501,502,502,500,499,500,497,501,501,500,500,500,501,499,507,497,501,505,502,503,500,495,498,501,502,499,502,502,503,497,497,499,499,501,499,501,503,497,499,501,499,499,498,500,499,496,499,497,501,494,499,502,508,507,501,502,504,500,503,504,497,499,501,
33,497,502,501,500,498,501,501,499,500,496,498,500,499,499,498,501,500,500,500,499,497,500,496,500,501,496,503,499,502,498,498,499,502,505,501,498,499,498,500,497,498,499,503,503,502,498,499,503,497,504,498,500,496,500,496,501,502,497,501,500,499,499,498,503,503,504,499,503,499,497,499,501,499,497,503,501,498,504,501,500,498,498,496,505,498,501,501,502,500,503,503,503,502,496,500,504,497,501,503,499,504,500,505,499,498,498,502,502,498,502,502,501,499,498,497,498,497,498,499,501,498,499,501,500,500,499,499,498,501,502,503,499,501,500,501,496,501,501,501,494,503,500,499,501,493,501,499,499,496,502,504,502,500,504,499,500,498,503,499,500,498,499,500,501,500,499,506,497,499,503,500,502,496,502,504,495,505,501,500,500,498,499,500,502,499,499,501,503,499,502,499,500,500,497,501,501,500,495,496,498,501,502,502,495,500,500,502,499,499,499,500,501,498,501,503,495,494,502,501,501,498,498,494,499,500,503,497,501,498,502,502,498,503,503,498,500,500,495,500,502,502,504,500,501,505,503,499,501,499,501,494,499,502,501,497,502,
37,504,502,498,503,506,502,499,500,502,502,497,502,497,502,501,507,498,509,495,501,499,497,500,503,500,502,498,501,499,497,500,499,501,499,495,495,502,498,499,501,498,494,500,500,500,501,500,503,496,499,498,502,496,498,500,497,501,498,497,496,499,500,500,502,498,502,498,502,497,497,504,501,503,502,502,502,500,503,498,498,502,498,503,498,498,503,499,500,500,502,498,498,502,499,500,501,499,499,503,504,501,498,500,497,506,503,500,495,502,502,500,498,504,495,499,500,500,494,501,497,500,504,500,497,501,500,499,498,503,498,506,498,504,498,499,500,503,504,502,497,496,499,501,499,497,496,498,499,503,503,498,499,500,503,500,498,502,502,497,496,494,498,497,499,505,499,500,500,500,501,498,501,493,502,504,500,504,501,494,499,495,501,500,494,499,502,501,500,499,494,495,496,501,497,500,502,502,495,502,501,502,501,502,498,502,501,497,499,498,503,499,501,503,503,501,497,500,503,494,497,496,498,498,501,506,499,501,500,498,501,501,495,510,500,494,500,501,501,499,504,501,507,502,499,497,501,501,493,501,501,495,501,497,499,501,497,
