#1,01-Jan-2009 01:47:24,0                 
-3.52e-09,0
-3.48e-09,0
-3.44e-09,0
-3.4e-09,0
-3.36e-09,0
-3.32e-09,0
-3.28e-09,0
-3.24e-09,0
-3.2e-09,0
-3.16e-09,0
-3.12e-09,0
-3.08e-09,0
-3.04e-09,0
-3e-09,0
-2.96e-09,0
-2.92e-09,0
-2.88e-09,0
-2.84e-09,0
-2.8e-09,0
-2.76e-09,0
-2.72e-09,0
-2.68e-09,0
-2.64e-09,0
-2.6e-09,0
-2.56e-09,0
-2.52e-09,0
-2.48e-09,0
-2.44e-09,0
-2.4e-09,0
-2.36e-09,0
-2.32e-09,0
-2.28e-09,0
-2.24e-09,0
-2.2e-09,0
-2.16e-09,0
-2.12e-09,0
-2.08e-09,0
-2.04e-09,0
-2e-09,0
-1.96e-09,0
-1.92e-09,0
-1.88e-09,0
-1.84e-09,0
-1.8e-09,0
-1.76e-09,0
-1.72e-09,0
-1.68e-09,0
-1.64e-09,0
-1.6e-09,0
-1.56e-09,0
-1.52e-09,0
-1.48e-09,0
-1.44e-09,0
-1.4e-09,0
-1.36e-09,0
-1.32e-09,0
-1.28e-09,0
-1.24e-09,0
-1.2e-09,0
-1.16e-09,0
-1.12e-09,0
-1.08e-09,0
-1.04e-09,0
-1e-09,0
-9.6e-10,0
-9.2e-10,0
-8.8e-10,0
-8.4e-10,0
-8e-10,0
-7.6e-10,0
-7.2e-10,0
-6.8e-10,0
-6.4e-10,0
-6e-10,0
-5.6e-10,0
-5.2e-10,0
-4.8e-10,0
-4.4e-10,0
-4e-10,0
-3.6e-10,0
-3.2e-10,0
-2.8e-10,0
-2.4e-10,0
-2e-10,0
-1.6e-10,0
-1.2e-10,0
-8e-11,0
-4e-11,0
-3.761e-24,0
4e-11,0
8e-11,0
1.2e-10,0
1.6e-10,0
2e-10,0
2.4e-10,0
2.8e-10,0
3.2e-10,0
3.6e-10,1
4e-10,0
4.4e-10,1
4.8e-10,0
5.2e-10,0
5.6e-10,0
6e-10,0
6.4e-10,2
6.8e-10,4
7.2e-10,1
7.6e-10,6
8e-10,5
8.4e-10,10
8.8e-10,10
9.2e-10,18
9.6e-10,19
1e-09,30
1.04e-09,38
1.08e-09,46
1.12e-09,47
1.16e-09,43
1.2e-09,52
1.24e-09,61
1.28e-09,76
1.32e-09,71
1.36e-09,79
1.4e-09,76
1.44e-09,102
1.48e-09,78
1.52e-09,74
1.56e-09,65
1.6e-09,67
1.64e-09,47
1.68e-09,46
1.72e-09,39
1.76e-09,36
1.8e-09,23
1.84e-09,28
1.88e-09,22
1.92e-09,13
1.96e-09,18
2e-09,14
2.04e-09,13
2.08e-09,10
2.12e-09,15
2.16e-09,9
2.2e-09,15
2.24e-09,14
2.28e-09,22
2.32e-09,17
2.36e-09,25
2.4e-09,44
2.44e-09,32
2.48e-09,36
2.52e-09,52
2.56e-09,65
2.6e-09,85
2.64e-09,95
2.68e-09,114
2.72e-09,111
2.76e-09,120
2.8e-09,109
2.84e-09,145
2.88e-09,142
2.92e-09,162
2.96e-09,132
3e-09,122
3.04e-09,114
3.08e-09,136
3.12e-09,100
3.16e-09,88
3.2e-09,82
3.24e-09,76
3.28e-09,67
3.32e-09,66
3.36e-09,46
3.4e-09,35
3.44e-09,22
3.48e-09,28
3.52e-09,29
3.56e-09,22
3.6e-09,19
3.64e-09,14
3.68e-09,15
3.72e-09,25
3.76e-09,21
3.8e-09,32
3.84e-09,47
3.88e-09,36
3.92e-09,41
3.96e-09,40
4e-09,40
4.04e-09,67
4.08e-09,81
4.12e-09,78
4.16e-09,95
4.2e-09,97
4.24e-09,106
4.28e-09,128
4.32e-09,104
4.36e-09,123
4.4e-09,133
4.44e-09,118
4.48e-09,126
4.52e-09,138
4.56e-09,116
4.6e-09,105
4.64e-09,100
4.68e-09,92
4.72e-09,75
4.76e-09,83
4.8e-09,59
4.84e-09,41
4.88e-09,46
4.92e-09,41
4.96e-09,34
5e-09,28
5.04e-09,24
5.08e-09,17
5.12e-09,26
5.16e-09,23
5.2e-09,28
5.24e-09,23
5.28e-09,21
5.32e-09,22
5.36e-09,29
5.4e-09,36
5.44e-09,36
5.48e-09,35
5.52e-09,44
5.56e-09,59
5.6e-09,53
5.64e-09,59
5.68e-09,62
5.72e-09,89
5.76e-09,72
5.8e-09,64
5.84e-09,90
5.88e-09,87
5.92e-09,70
5.96e-09,77
6e-09,69
6.04e-09,67
6.08e-09,69
6.12e-09,70
6.16e-09,66
6.2e-09,53
6.24e-09,48
6.28e-09,40
6.32e-09,41
6.36e-09,33
6.4e-09,32
6.44e-09,27
6.48e-09,17
6.52e-09,24
6.56e-09,19
6.6e-09,20
6.64e-09,18
6.68e-09,11
6.72e-09,15
6.76e-09,19
6.8e-09,26
6.84e-09,12
6.88e-09,24
6.92e-09,20
6.96e-09,15
7e-09,22
7.04e-09,25
7.08e-09,31
7.12e-09,28
7.16e-09,40
7.2e-09,37
7.24e-09,35
7.28e-09,39
7.32e-09,44
7.36e-09,35
7.4e-09,51
7.44e-09,37
7.48e-09,43
7.52e-09,28
7.56e-09,38
7.6e-09,30
7.64e-09,38
7.68e-09,26
7.72e-09,26
7.76e-09,21
7.8e-09,19
7.84e-09,22
7.88e-09,10
7.92e-09,15
7.96e-09,9
8e-09,16
8.04e-09,12
8.08e-09,4
8.12e-09,8
8.16e-09,12
8.2e-09,9
8.24e-09,5
8.28e-09,10
8.32e-09,7
8.36e-09,8
8.4e-09,6
8.44e-09,5
8.48e-09,9
8.52e-09,6
8.56e-09,16
8.6e-09,13
8.64e-09,23
8.68e-09,19
8.72e-09,11
8.76e-09,17
8.8e-09,28
8.84e-09,13
8.88e-09,11
8.92e-09,20
8.96e-09,22
9e-09,14
9.04e-09,16
9.08e-09,11
9.12e-09,12
9.16e-09,12
9.2e-09,9
9.24e-09,13
9.28e-09,11
9.32e-09,7
9.36e-09,5
9.4e-09,3
9.44e-09,7
9.48e-09,7
9.52e-09,1
9.56e-09,10
9.6e-09,7
9.64e-09,6
9.68e-09,3
9.72e-09,3
9.76e-09,2
9.8e-09,1
9.84e-09,2
9.88e-09,2
9.92e-09,2
9.96e-09,4
1e-08,6
1.004e-08,6
1.008e-08,4
1.012e-08,5
1.016e-08,7
1.02e-08,6
1.024e-08,3
1.028e-08,10
1.032e-08,11
1.036e-08,9
1.04e-08,8
1.044e-08,8
1.048e-08,4
1.052e-08,11
1.056e-08,7
1.06e-08,2
1.064e-08,2
1.068e-08,2
1.072e-08,4
1.076e-08,1
1.08e-08,0
1.084e-08,5
1.088e-08,4
1.092e-08,5
1.096e-08,2
1.1e-08,4
1.104e-08,5
1.108e-08,3
1.112e-08,1
1.116e-08,2
1.12e-08,1
1.124e-08,2
1.128e-08,1
1.132e-08,1
1.136e-08,0
1.14e-08,2
1.144e-08,1
1.148e-08,1
1.152e-08,2
1.156e-08,1
1.16e-08,3
1.164e-08,3
1.168e-08,1
1.172e-08,2
1.176e-08,3
1.18e-08,7
1.184e-08,2
1.188e-08,5
1.192e-08,4
1.196e-08,3
1.2e-08,0
1.204e-08,0
1.208e-08,1
1.212e-08,2
1.216e-08,2
1.22e-08,1
1.224e-08,0
1.228e-08,0
1.232e-08,0
1.236e-08,0
1.24e-08,2
1.244e-08,0
1.248e-08,2
1.252e-08,2
1.256e-08,1
1.26e-08,0
1.264e-08,0
1.268e-08,1
1.272e-08,0
1.276e-08,1
1.28e-08,0
1.284e-08,2
1.288e-08,0
1.292e-08,0
1.296e-08,1
1.3e-08,2
1.304e-08,0
1.308e-08,2
1.312e-08,0
1.316e-08,2
1.32e-08,2
1.324e-08,1
1.328e-08,0
1.332e-08,0
1.336e-08,1
1.34e-08,1
1.344e-08,1
1.348e-08,0
1.352e-08,1
1.356e-08,2
1.36e-08,0
1.364e-08,2
1.368e-08,0
1.372e-08,1
1.376e-08,0
1.38e-08,0
1.384e-08,0
1.388e-08,0
1.392e-08,0
1.396e-08,2
1.4e-08,0
1.404e-08,0
1.408e-08,0
1.412e-08,1
1.416e-08,0
1.42e-08,0
1.424e-08,1
1.428e-08,0
1.432e-08,0
1.436e-08,0
1.44e-08,0
1.444e-08,1
1.448e-08,0
1.452e-08,0
1.456e-08,0
1.46e-08,0
1.464e-08,0
1.468e-08,1
1.472e-08,0
1.476e-08,1
1.48e-08,0
1.484e-08,0
1.488e-08,0
1.492e-08,0
1.496e-08,0
1.5e-08,0
1.504e-08,0
1.508e-08,0
1.512e-08,0
1.516e-08,1
1.52e-08,0
1.524e-08,1
1.528e-08,0
1.532e-08,0
1.536e-08,0
1.54e-08,0
1.544e-08,0
1.548e-08,0
1.552e-08,0
1.556e-08,0
1.56e-08,0
1.564e-08,0
1.568e-08,1
1.572e-08,0
1.576e-08,0
1.58e-08,0
1.584e-08,0
1.588e-08,1
1.592e-08,0
1.596e-08,0
1.6e-08,0
1.604e-08,0
1.608e-08,0
1.612e-08,0
